verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
1SA.14.5	14	5	The forefront of the one {was} situate northward over against Michmash, and the other southward over against Gibeah. {forefront: Heb. tooth}	-0.125	negative	El un peñasco situado al norte hacia Michmas, y el otro al mediodía hacia Gabaa.
1SA.14.6	14	6	And Jonathan said to the young man that bare his armour, Come, and let us go over unto the garrison of these uncircumcised: it may be that the LORD will work for us: for {there is} no restraint to the LORD to save by many or by few.	0.1125	positive	Dijo pues Jonathán á su criado que le traía las armas: Ven, pasemos á la guarnición de estos incircuncisos: quizá hará Jehová por nosotros; que no es difícil á Jehová salvar con multitud ó con poco número.
1SA.14.7	14	7	And his armourbearer said unto him, Do all that {is} in thine heart: turn thee; behold, I {am} with thee according to thy heart.	0.0	neutral	Y su paje de armas le respondió: Haz todo lo que tienes en tu corazón: ve, que aquí estoy contigo á tu voluntad.
1SA.14.8	14	8	Then said Jonathan, Behold, we will pass over unto {these} men, and we will discover ourselves unto them.	0.0	neutral	Y Jonathán dijo: He aquí, nosotros pasaremos á los hombres, y nos mostraremos á ellos.
1SA.14.9	14	9	If they say thus unto us, Tarry until we come to you; then we will stand still in our place, and will not go up unto them. {Tarry: Heb. Be still}	0.0	neutral	Si nos dijeren así: Esperad hasta que lleguemos á vosotros; entonces nos estaremos en nuestro lugar, y no subiremos á ellos.
1SA.14.10	14	10	But if they say thus, Come up unto us; then we will go up: for the LORD hath delivered them into our hand: and this {shall be} a sign unto us.	0.0	neutral	Mas si nos dijeren así: Subid á nosotros: entonces subiremos, porque Jehová los ha entregado en nuestras manos: y esto nos será por señal.
1SA.14.11	14	11	And both of them discovered themselves unto the garrison of the Philistines: and the Philistines said, Behold, the Hebrews come forth out of the holes where they had hid themselves.	0.0	neutral	Mostráronse pues ambos á la guarnición de los Filisteos, y los Filisteos dijeron: He aquí los Hebreos, que salen de las cavernas en que se habían escondido.
1SA.14.12	14	12	And the men of the garrison answered Jonathan and his armourbearer, and said, Come up to us, and we will shew you a thing. And Jonathan said unto his armourbearer, Come up after me: for the LORD hath delivered them into the hand of Israel.	0.0	neutral	Y los hombres de la guarnición respondieron á Jonathán y á su paje de armas, y dijeron: Subid á nosotros, y os haremos saber una cosa. Entonces Jonathán dijo á su paje de armas: Sube tras mí, que Jehová los ha entregado en la mano de Israel.
1SA.14.13	14	13	And Jonathan climbed up upon his hands and upon his feet, and his armourbearer after him: and they fell before Jonathan; and his armourbearer slew after him.	0.0	neutral	Y subió Jonathán trepando con sus manos y sus pies, y tras él su paje de armas; y los que caían delante de Jonathán, su paje de armas que iba tras él, los mataba.
1SA.14.14	14	14	And that first slaughter, which Jonathan and his armourbearer made, was about twenty men, within as it were an half acre of land, {which} a yoke {of oxen might plow}. {an...: or, half a furrow of an acre of land}	-0.0278	neutral	Esta fué la primera rota, en la cual Jonathán con su paje de armas, mataron como unos veinte hombres en el espacio de una media yugada.
1SA.14.15	14	15	And there was trembling in the host, in the field, and among all the people: the garrison, and the spoilers, they also trembled, and the earth quaked: so it was a very great trembling. {a very...: Heb. a trembling of God}	0.6	positive	Y hubo temblor en el real y por el campo, y entre toda la gente de la guarnición; y los que habían ido á hacer correrías, también ellos temblaron, y alborotóse la tierra: hubo pues gran consternación.
1SA.14.16	14	16	And the watchmen of Saul in Gibeah of Benjamin looked; and, behold, the multitude melted away, and they went on beating down {one another}.	-0.1556	negative	Y las centinelas de Saúl vieron desde Gabaa de Benjamín cómo la multitud estaba turbada, é iba de una parte á otra, y era deshecha.
1SA.14.17	14	17	Then said Saul unto the people that {were} with him, Number now, and see who is gone from us. And when they had numbered, behold, Jonathan and his armourbearer {were} not {there}.	0.0	neutral	Entonces Saúl dijo al pueblo que tenía consigo: Reconoced luego, y mirad quién haya ido de los nuestros. Y reconocido que hubieron, hallaron que faltaban Jonathán y su paje de armas.
1SA.14.18	14	18	And Saul said unto Ahiah, Bring hither the ark of God. For the ark of God was at that time with the children of Israel.	0.0	neutral	Y Saúl dijo á Achîas: Trae el arca de Dios. Porque el arca de Dios estaba entonces con los hijos de Israel.
1SA.14.19	14	19	And it came to pass, while Saul talked unto the priest, that the noise that {was} in the host of the Philistines went on and increased: and Saul said unto the priest, Withdraw thine hand. {noise: or, tumult}	0.0	neutral	Y aconteció que estando aún hablando Saúl con el sacerdote, el alboroto que había en el campo de los Filisteos se aumentaba, é iba creciendo en gran manera. Entonces dijo Saúl al sacerdote: Detén tu mano.
