verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
LEV.1.1	1	1	And the LORD called unto Moses, and spake unto him out of the tabernacle of the congregation, saying,	0.0	neutral	Da Tenda do Encontro o Senhor chamou Moisés e lhe ordenou:
LEV.1.2	1	2	Speak unto the children of Israel, and say unto them, If any man of you bring an offering unto the LORD, ye shall bring your offering of the cattle, {even} of the herd, and of the flock.	0.0	neutral	"""Diga o seguinte aos israelitas: Quando alguém trouxer um animal como oferta ao Senhor, que seja do gado ou do rebanho de ovelhas."
LEV.1.3	1	3	If his offering {be} a burnt sacrifice of the herd, let him offer a male without blemish: he shall offer it of his own voluntary will at the door of the tabernacle of the congregation before the LORD.	0.3	positive	"""Se o holocausto for de gado, oferecerá um macho sem defeito. Ele o apresentará à entrada da Tenda do Encontro para que seja aceito pelo Senhor,"
LEV.1.4	1	4	And he shall put his hand upon the head of the burnt offering; and it shall be accepted for him to make atonement for him.	0.0	neutral	e porá a mão sobre a cabeça do animal do holocausto para que seja aceito como propiciação em seu lugar.
LEV.1.5	1	5	And he shall kill the bullock before the LORD: and the priests, Aaron's sons, shall bring the blood, and sprinkle the blood round about upon the altar that {is by} the door of the tabernacle of the congregation.	-0.2	negative	Então o novilho será morto perante o Senhor, e os sacerdotes, descendentes de Arão, trarão o sangue e o derramarão nos lados do altar, que está na entrada da Tenda do Encontro.
LEV.1.6	1	6	And he shall flay the burnt offering, and cut it into his pieces.	0.0	neutral	Depois se tirará a pele do animal, que será cortado em pedaços.
LEV.1.7	1	7	And the sons of Aaron the priest shall put fire upon the altar, and lay the wood in order upon the fire:	0.0	neutral	Então os descendentes do sacerdote Arão acenderão o fogo do altar e arrumarão a lenha sobre o fogo.
LEV.1.8	1	8	And the priests, Aaron's sons, shall lay the parts, the head, and the fat, in order upon the wood that {is} on the fire which {is} upon the altar:	0.0	neutral	Em seguida arrumarão os pedaços, inclusive a cabeça e a gordura, sobre a lenha que está no fogo do altar.
LEV.1.9	1	9	But his inwards and his legs shall he wash in water: and the priest shall burn all on the altar, {to be} a burnt sacrifice, an offering made by fire, of a sweet savour unto the LORD.	0.35	positive	As vísceras e as pernas serão lavadas com água. E o sacerdote queimará tudo isso no altar. É um holocausto, oferta preparada no fogo, de aroma agradável ao Senhor.
LEV.1.10	1	10	And if his offering {be} of the flocks, {namely}, of the sheep, or of the goats, for a burnt sacrifice; he shall bring it a male without blemish.	0.0	neutral	"""Se a oferta for um holocausto do rebanho, quer de cordeiros quer de cabritos, oferecerá um macho sem defeito."
LEV.1.11	1	11	And he shall kill it on the side of the altar northward before the LORD: and the priests, Aaron's sons, shall sprinkle his blood round about upon the altar.	-0.2	negative	O animal será morto no lado norte do altar, perante o Senhor; os sacerdotes, descendentes de Arão, derramarão o sangue nos lados do altar.
LEV.1.12	1	12	And he shall cut it into his pieces, with his head and his fat: and the priest shall lay them in order on the wood that {is} on the fire which {is} upon the altar:	0.0	neutral	Então o animal será cortado em pedaços. O sacerdote arrumará os pedaços, inclusive a cabeça e a gordura, sobre a lenha que está no fogo do altar.
LEV.1.13	1	13	But he shall wash the inwards and the legs with water: and the priest shall bring {it} all, and burn {it} upon the altar: it {is} a burnt sacrifice, an offering made by fire, of a sweet savour unto the LORD.	0.35	positive	As vísceras e as pernas serão lavadas com água. O sacerdote trará tudo isso como oferta e o queimará no altar. É um holocausto, oferta preparada no fogo, de aroma agradável ao Senhor.
LEV.1.14	1	14	And if the burnt sacrifice for his offering to the LORD {be} of fowls, then he shall bring his offering of turtledoves, or of young pigeons.	0.1	neutral	"""Se a sua oferta ao Senhor for um holocausto de aves, traga uma rolinha ou um pombinho."
LEV.1.15	1	15	And the priest shall bring it unto the altar, and wring off his head, and burn {it} on the altar; and the blood thereof shall be wrung out at the side of the altar: {wring...: or, pinch off the head with the nail}	-0.75	negative	O sacerdote trará a ave ao altar, destroncará o pescoço dela e a queimará, e deixará escorrer o sangue da ave na parede do altar.
LEV.1.16	1	16	And he shall pluck away his crop with his feathers, and cast it beside the altar on the east part, by the place of the ashes: {his feathers: or, the filth thereof}	-0.75	negative	Ele retirará o papo com o seu conteúdo e o jogará ao lado leste do altar, onde ficam as cinzas.
LEV.1.17	1	17	And he shall cleave it with the wings thereof, {but} shall not divide {it} asunder: and the priest shall burn it upon the altar, upon the wood that {is} upon the fire: it {is} a burnt sacrifice, an offering made by fire, of a sweet savour unto the LORD.	0.35	positive	"Rasgará a ave pelas asas, sem dividi-la totalmente, e então o sacerdote a queimará sobre a lenha acesa no altar. É um holocausto, oferta preparada no fogo, de aroma agradável ao Senhor""."
LEV.2.1	2	1	And when any will offer a meat offering unto the LORD, his offering shall be {of} fine flour; and he shall pour oil upon it, and put frankincense thereon:	0.4167	positive	"""Quando alguém trouxer uma oferta de cereal ao Senhor, terá que ser da melhor farinha. Sobre ela derramará óleo, colocará incenso"
LEV.2.2	2	2	And he shall bring it to Aaron's sons the priests: and he shall take thereout his handful of the flour thereof, and of the oil thereof, with all the frankincense thereof; and the priest shall burn the memorial of it upon the altar, {to be} an offering made by fire, of a sweet savour unto the LORD:	0.35	positive	e a levará aos descendentes de Arão, os sacerdotes. Um deles apanhará um punhado da melhor farinha com óleo, juntamente com todo o incenso, e o queimará no altar como porção memorial. É oferta preparada no fogo, de aroma agradável ao Senhor.
LEV.2.3	2	3	And the remnant of the meat offering {shall be} Aaron's and his sons': {it is} a thing most holy of the offerings of the LORD made by fire.	-0.125	negative	O que restar da oferta de cereal pertence a Arão e a seus descendentes; é parte santíssima das ofertas dedicadas ao Senhor preparadas no fogo.
LEV.2.4	2	4	And if thou bring an oblation of a meat offering baken in the oven, {it shall be} unleavened cakes of fine flour mingled with oil, or unleavened wafers anointed with oil.	0.4167	positive	"""Se um de vocês trouxer uma oferta de cereal assada no forno, seja da melhor farinha: bolos feitos sem fermento, amassados com óleo, ou pães finos sem fermento e untados com óleo."
LEV.2.5	2	5	And if thy oblation {be} a meat offering {baken} in a pan, it shall be {of} fine flour unleavened, mingled with oil. {in a pan: or, on a flat plate, or, slice}	0.1958	positive	Se a sua oferta de cereal for preparada numa assadeira, seja da melhor farinha, amassada com óleo e sem fermento.
LEV.2.6	2	6	Thou shalt part it in pieces, and pour oil thereon: it {is} a meat offering.	0.0	neutral	Divida-as em pedaços e derrame óleo sobre ela; é uma oferta de cereal.
LEV.2.7	2	7	And if thy oblation {be} a meat offering {baken} in the fryingpan, it shall be made {of} fine flour with oil.	0.4167	positive	Se a sua oferta de cereal for cozida numa panela, seja da melhor farinha com óleo.
LEV.2.8	2	8	And thou shalt bring the meat offering that is made of these things unto the LORD: and when it is presented unto the priest, he shall bring it unto the altar.	0.0	neutral	Traga ao Senhor a oferta de cereal feita desses ingredientes, apresente-a ao sacerdote, que a levará ao altar.
LEV.2.9	2	9	And the priest shall take from the meat offering a memorial thereof, and shall burn {it} upon the altar: {it is} an offering made by fire, of a sweet savour unto the LORD.	-0.2	negative	Ele apanhará a porção memorial da oferta de cereal e a queimará no altar; é oferta preparada no fogo, de aroma agradável ao Senhor.
LEV.2.10	2	10	And that which is left of the meat offering {shall be} Aaron's and his sons': {it is} a thing most holy of the offerings of the LORD made by fire.	-0.0833	neutral	O restante da oferta de cereal pertence a Arão e a seus descendentes; é parte santíssima das ofertas dedicadas ao Senhor preparadas no fogo.
LEV.2.11	2	11	No meat offering, which ye shall bring unto the LORD, shall be made with leaven: for ye shall burn no leaven, nor any honey, in any offering of the LORD made by fire.	0.0	neutral	"""Nenhuma oferta de cereal que vocês trouxerem ao Senhor será feita com fermento, pois vocês não queimarão fermento nem mel como oferta preparada no fogo ao Senhor."
LEV.2.12	2	12	As for the oblation of the firstfruits, ye shall offer them unto the LORD: but they shall not be burnt on the altar for a sweet savour. {be burnt: Heb. ascend}	0.35	positive	Podem trazê-los como oferta dos primeiros frutos ao Senhor, mas não poderão oferecê-los no altar como aroma agradável.
LEV.2.13	2	13	And every oblation of thy meat offering shalt thou season with salt; neither shalt thou suffer the salt of the covenant of thy God to be lacking from thy meat offering: with all thine offerings thou shalt offer salt.	0.0	neutral	Tempere com sal todas as suas ofertas de cereal. Não exclua de suas ofertas de cereal o sal da aliança do seu Deus; acrescente sal a todas as suas ofertas.
LEV.2.14	2	14	And if thou offer a meat offering of thy firstfruits unto the LORD, thou shalt offer for the meat offering of thy firstfruits green ears of corn dried by the fire, {even} corn beaten out of full ears.	-0.0167	neutral	"""Se você trouxer ao Senhor uma oferta de cereal dos primeiros frutos, ofereça grãos esmagados de cereal novo, tostados no fogo."
LEV.2.15	2	15	And thou shalt put oil upon it, and lay frankincense thereon: it {is} a meat offering.	0.0	neutral	Sobre ela derrame óleo e coloque incenso; é oferta de cereal.
LEV.2.16	2	16	And the priest shall burn the memorial of it, {part} of the beaten corn thereof, and {part} of the oil thereof, with all the frankincense thereof: {it is} an offering made by fire unto the LORD.	-0.75	negative	"O sacerdote queimará a porção memorial do cereal esmagado e do óleo, juntamente com todo o incenso, como uma oferta ao Senhor, preparada no fogo. """
LEV.3.1	3	1	And if his oblation {be} a sacrifice of peace offering, if he offer {it} of the herd; whether {it be} a male or female, he shall offer it without blemish before the LORD.	0.0	neutral	"""Quando a oferta de alguém for sacrifício de comunhão, assim se fará: se oferecer um animal do gado, seja macho ou fêmea, apresentará ao Senhor um animal sem defeito."
LEV.3.2	3	2	And he shall lay his hand upon the head of his offering, and kill it {at} the door of the tabernacle of the congregation: and Aaron's sons the priests shall sprinkle the blood upon the altar round about.	-0.2	negative	Porá a mão sobre a cabeça do animal, que será morto na entrada da Tenda do Encontro. Os descendentes de Arão, os sacerdotes, derramarão o sangue nos lados do altar.
LEV.3.3	3	3	And he shall offer of the sacrifice of the peace offering an offering made by fire unto the LORD; the fat that covereth the inwards, and all the fat that {is} upon the inwards, {fat: or, suet}	0.0	neutral	Desse sacrifício de comunhão, oferta preparada no fogo, ele trará ao Senhor toda a gordura que cobre as vísceras e está ligada a elas,
LEV.3.4	3	4	And the two kidneys, and the fat that {is} on them, which {is} by the flanks, and the caul above the liver, with the kidneys, it shall he take away. {caul...: or, midriff over the liver, and over the kidneys}	0.0	neutral	os dois rins com a gordura que os cobre e que está perto dos lombos, e o lóbulo do fígado, que ele removerá junto com os rins.
LEV.3.5	3	5	And Aaron's sons shall burn it on the altar upon the burnt sacrifice, which {is} upon the wood that {is} on the fire: {it is} an offering made by fire, of a sweet savour unto the LORD.	-0.2	negative	Os descendentes de Arão queimarão tudo isso em cima do holocausto que está sobre a lenha acesa no altar como oferta preparada no fogo, de aroma agradável ao Senhor.
LEV.3.6	3	6	And if his offering for a sacrifice of peace offering unto the LORD {be} of the flock; male or female, he shall offer it without blemish.	0.0	neutral	"""Se oferecer um animal do rebanho como sacrifício de comunhão ao Senhor, traga um macho ou fêmea sem defeito."
LEV.3.7	3	7	If he offer a lamb for his offering, then shall he offer it before the LORD.	0.0	neutral	Se oferecer um cordeiro, apresente-o ao Senhor.
LEV.3.8	3	8	And he shall lay his hand upon the head of his offering, and kill it before the tabernacle of the congregation: and Aaron's sons shall sprinkle the blood thereof round about upon the altar.	-0.2	negative	Porá a mão sobre a cabeça do animal, que será morto diante da Tenda do Encontro. Então os descendentes de Arão derramarão o sangue nos lados do altar.
LEV.3.9	3	9	And he shall offer of the sacrifice of the peace offering an offering made by fire unto the LORD; the fat thereof, {and} the whole rump, it shall he take off hard by the backbone; and the fat that covereth the inwards, and all the fat that {is} upon the inwards,	-0.0458	neutral	Desse sacrifício de comunhão, oferta preparada no fogo, ele trará ao Senhor a gordura, tanto a da cauda gorda cortada rente à espinha, como toda a gordura que cobre as vísceras e está ligada a elas,
LEV.3.10	3	10	And the two kidneys, and the fat that {is} upon them, which {is} by the flanks, and the caul above the liver, with the kidneys, it shall he take away.	0.0	neutral	os dois rins com a gordura que os cobre e que está perto dos lombos, e o lóbulo do fígado, que ele removerá junto com os rins.
LEV.3.11	3	11	And the priest shall burn it upon the altar: {it is} the food of the offering made by fire unto the LORD.	-0.75	negative	O sacerdote os queimará no altar como alimento oferecido ao Senhor, preparado no fogo.
LEV.3.12	3	12	And if his offering {be} a goat, then he shall offer it before the LORD.	0.0	neutral	"""Se a sua oferta for um cabrito, ele o apresentará ao Senhor."
LEV.3.13	3	13	And he shall lay his hand upon the head of it, and kill it before the tabernacle of the congregation: and the sons of Aaron shall sprinkle the blood thereof upon the altar round about.	-0.2	negative	Porá a mão sobre a cabeça do animal, que será morto diante da Tenda do Encontro. Então os descendentes de Arão derramarão o sangue nos lados do altar.
LEV.3.14	3	14	And he shall offer thereof his offering, {even} an offering made by fire unto the LORD; the fat that covereth the inwards, and all the fat that {is} upon the inwards,	0.0	neutral	Desse animal, que é uma oferta preparada no fogo, trará ao Senhor a gordura que cobre as vísceras e está ligada a elas,
LEV.3.15	3	15	And the two kidneys, and the fat that {is} upon them, which {is} by the flanks, and the caul above the liver, with the kidneys, it shall he take away.	0.0	neutral	os dois rins com a gordura que os cobre e que está perto dos lombos, e o lóbulo do fígado, que ele removerá junto com os rins.
LEV.3.16	3	16	And the priest shall burn them upon the altar: {it is} the food of the offering made by fire for a sweet savour: all the fat {is} the LORD'S.	-0.2	negative	O sacerdote os queimará no altar como alimento, como oferta feita com fogo, de aroma agradável. Toda a gordura será do Senhor.
LEV.3.17	3	17	{It shall be} a perpetual statute for your generations throughout all your dwellings, that ye eat neither fat nor blood.	0.0	neutral	"""Este é um decreto perpétuo para as suas gerações, onde quer que vivam: Não comam gordura alguma, nem sangue algum""."
LEV.4.1	4	1	And the LORD spake unto Moses, saying,	0.0	neutral	O Senhor ordenou a Moisés:
LEV.4.2	4	2	Speak unto the children of Israel, saying, If a soul shall sin through ignorance against any of the commandments of the LORD {concerning things} which ought not to be done, and shall do against any of them:	0.0	neutral	"""Diga aos israelitas: Quando alguém pecar sem intenção, fazendo o que é proibido em qualquer dos mandamentos do Senhor, assim se fará:"
LEV.4.3	4	3	If the priest that is anointed do sin according to the sin of the people; then let him bring for his sin, which he hath sinned, a young bullock without blemish unto the LORD for a sin offering.	0.1	neutral	"""Se for o sacerdote ungido que pecar, trazendo culpa sobre o povo, trará ao Senhor um novilho sem defeito como oferta pelo pecado que cometeu."
LEV.4.4	4	4	And he shall bring the bullock unto the door of the tabernacle of the congregation before the LORD; and shall lay his hand upon the bullock's head, and kill the bullock before the LORD.	0.0	neutral	Apresentará ao Senhor o novilho na entrada da Tenda do Encontro. Porá a mão sobre a cabeça do novilho que será morto perante o Senhor.
LEV.4.5	4	5	And the priest that is anointed shall take of the bullock's blood, and bring it to the tabernacle of the congregation:	0.0	neutral	Então o sacerdote ungido pegará um pouco do sangue do novilho e o levará à Tenda do Encontro;
LEV.4.6	4	6	And the priest shall dip his finger in the blood, and sprinkle of the blood seven times before the LORD, before the vail of the sanctuary.	0.0	neutral	molhará o dedo no sangue e o aspergirá sete vezes perante o Senhor, diante do véu do santuário.
LEV.4.7	4	7	And the priest shall put {some} of the blood upon the horns of the altar of sweet incense before the LORD, which {is} in the tabernacle of the congregation; and shall pour all the blood of the bullock at the bottom of the altar of the burnt offering, which {is at} the door of the tabernacle of the congregation.	0.35	positive	O sacerdote porá um pouco do sangue nas pontas do altar do incenso aromático que está perante o Senhor na Tenda do Encontro. Derramará todo o restante do sangue do novilho na base do altar do holocausto, na entrada da Tenda do Encontro.
LEV.4.8	4	8	And he shall take off from it all the fat of the bullock for the sin offering; the fat that covereth the inwards, and all the fat that {is} upon the inwards,	0.0	neutral	Então retirará toda a gordura do novilho da oferta pelo pecado: a gordura que cobre as vísceras e está ligada a elas,
LEV.4.9	4	9	And the two kidneys, and the fat that {is} upon them, which {is} by the flanks, and the caul above the liver, with the kidneys, it shall he take away,	0.0	neutral	os dois rins com a gordura que os cobre e que está perto dos lombos, e o lóbulo do fígado, que ele removerá junto com os rins,
LEV.4.10	4	10	As it was taken off from the bullock of the sacrifice of peace offerings: and the priest shall burn them upon the altar of the burnt offering.	0.0	neutral	como se retira a gordura do boi sacrificado como oferta de comunhão. Então o sacerdote os queimará no altar dos holocaustos.
LEV.4.11	4	11	And the skin of the bullock, and all his flesh, with his head, and with his legs, and his inwards, and his dung,	0.0	neutral	Mas o couro do novilho e toda a sua carne, bem como a cabeça e as pernas, as vísceras e os excrementos,
LEV.4.12	4	12	Even the whole bullock shall he carry forth without the camp unto a clean place, where the ashes are poured out, and burn him on the wood with fire: where the ashes are poured out shall he be burnt. {without...: Heb. to without the camp} {where...: Heb. at the pouring out of the ashes}	0.2833	positive	isto é, tudo o que restar do novilho, ele os levará para fora do acampamento, a um local cerimonialmente puro, onde se lançam as cinzas. Ali os queimará sobre a lenha de uma fogueira, sobre o monte de cinzas.
LEV.4.13	4	13	And if the whole congregation of Israel sin through ignorance, and the thing be hid from the eyes of the assembly, and they have done {somewhat against} any of the commandments of the LORD {concerning things} which should not be done, and are guilty;	-0.15	negative	"""Se for toda a comunidade de Israel que pecar sem intenção, fazendo o que é proibido em qualquer dos mandamentos do Senhor, ainda que não tenha consciência disso, a comunidade será culpada."
LEV.4.14	4	14	When the sin, which they have sinned against it, is known, then the congregation shall offer a young bullock for the sin, and bring him before the tabernacle of the congregation.	0.1	neutral	Quando tiver consciência do pecado que cometeu, a comunidade trará um novilho como oferta pelo pecado e o apresentará diante da Tenda do Encontro.
LEV.4.15	4	15	And the elders of the congregation shall lay their hands upon the head of the bullock before the LORD: and the bullock shall be killed before the LORD.	-0.2	negative	As autoridades da comunidade porão as mãos sobre a cabeça do novilho perante o Senhor. E o novilho será morto perante o Senhor.
LEV.4.16	4	16	And the priest that is anointed shall bring of the bullock's blood to the tabernacle of the congregation:	0.0	neutral	Então o sacerdote ungido levará um pouco do sangue do novilho para a Tenda do Encontro;
LEV.4.17	4	17	And the priest shall dip his finger {in some} of the blood, and sprinkle {it} seven times before the LORD, {even} before the vail.	0.0	neutral	molhará o dedo no sangue e o aspergirá sete vezes perante o Senhor, diante do véu.
LEV.4.18	4	18	And he shall put {some} of the blood upon the horns of the altar which {is} before the LORD, that {is} in the tabernacle of the congregation, and shall pour out all the blood at the bottom of the altar of the burnt offering, which {is at} the door of the tabernacle of the congregation.	0.0	neutral	Porá o sangue nas pontas do altar que está perante o Senhor na Tenda do Encontro e derramará todo o restante do sangue na base do altar dos holocaustos, na entrada da Tenda do Encontro.
LEV.4.19	4	19	And he shall take all his fat from him, and burn {it} upon the altar.	0.0	neutral	Então retirará toda a gordura do animal e a queimará no altar,
LEV.4.20	4	20	And he shall do with the bullock as he did with the bullock for a sin offering, so shall he do with this: and the priest shall make an atonement for them, and it shall be forgiven them.	0.0	neutral	e fará com este novilho como fez com o novilho da oferta pelo pecado. Assim o sacerdote fará propiciação por eles, e eles serão perdoados.
LEV.4.21	4	21	And he shall carry forth the bullock without the camp, and burn him as he burned the first bullock: it {is} a sin offering for the congregation.	0.25	positive	Depois levará o novilho para fora do acampamento e o queimará como queimou o primeiro. É oferta pelo pecado da comunidade.
LEV.4.22	4	22	When a ruler hath sinned, and done {somewhat} through ignorance {against} any of the commandments of the LORD his God {concerning things} which should not be done, and is guilty;	-0.5	negative	"""Quando for um líder que pecar sem intenção, fazendo o que é proibido em qualquer dos mandamentos do Senhor seu Deus, será culpado."
LEV.4.23	4	23	Or if his sin, wherein he hath sinned, come to his knowledge; he shall bring his offering, a kid of the goats, a male without blemish:	0.0	neutral	Quando o conscientizarem do seu pecado, trará como oferta um bode sem defeito.
LEV.4.24	4	24	And he shall lay his hand upon the head of the goat, and kill it in the place where they kill the burnt offering before the LORD: it {is} a sin offering.	0.0	neutral	Porá a mão sobre a cabeça do bode, que será morto no local onde o holocausto é sacrificado, perante o Senhor. Esta é a oferta pelo pecado.
LEV.4.25	4	25	And the priest shall take of the blood of the sin offering with his finger, and put {it} upon the horns of the altar of burnt offering, and shall pour out his blood at the bottom of the altar of burnt offering.	0.0	neutral	Então o sacerdote pegará com o dedo um pouco do sangue da oferta pelo pecado, o porá nas pontas do altar dos holocaustos e derramará o restante do sangue na base do altar do holocausto.
LEV.4.26	4	26	And he shall burn all his fat upon the altar, as the fat of the sacrifice of peace offerings: and the priest shall make an atonement for him as concerning his sin, and it shall be forgiven him.	0.0	neutral	Queimará toda a gordura no altar, como queimou a gordura do sacrifício de comunhão. Assim o sacerdote fará propiciação pelo pecado do líder, e ele será perdoado.
LEV.4.27	4	27	And if any one of the common people sin through ignorance, while he doeth {somewhat against} any of the commandments of the LORD {concerning things} which ought not to be done, and be guilty; {any one: Heb. any soul} {common...: Heb. people of the land}	-0.3667	negative	"""Se for alguém da comunidade que pecar sem intenção, fazendo o que é proibido em qualquer dos mandamentos do Senhor seu Deus, será culpado."
