verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
LUK.1.1	1	1	Forasmuch as many have taken in hand to set forth in order a declaration of those things which are most surely believed among us,	0.5	positive	HABIENDO muchos tentado á poner en orden la historia de las cosas que entre nosotros han sido ciertísimas,
LUK.1.2	1	2	Even as they delivered them unto us, which from the beginning were eyewitnesses, and ministers of the word;	0.0	neutral	Como nos lo enseñaron los que desde el principio lo vieron por sus ojos, y fueron ministros de la palabra;
LUK.1.3	1	3	It seemed good to me also, having had perfect understanding of all things from the very first, to write unto thee in order, most excellent Theophilus,	0.705	positive	Me ha parecido también á mí, después de haber entendido todas las cosas desde el principio con diligencia, escribírtelas por orden, oh muy buen Teófilo,
LUK.1.4	1	4	That thou mightest know the certainty of those things, wherein thou hast been instructed.	0.0	neutral	Para que conozcas la verdad de las cosas en las cuales has sido enseñado.
LUK.1.5	1	5	There was in the days of Herod, the king of Judaea, a certain priest named Zacharias, of the course of Abia: and his wife {was} of the daughters of Aaron, and her name {was} Elisabeth.	0.2143	positive	HUBO en los días de Herodes, rey de Judea, un sacerdote llamado Zacarías, de la suerte de Abías; y su mujer, de las hijas de Aarón, llamada Elisabet.
LUK.1.6	1	6	And they were both righteous before God, walking in all the commandments and ordinances of the Lord blameless.	0.0	neutral	Y eran ambos justos delante de Dios, andando sin reprensión en todos los mandamientos y estatutos del Señor.
LUK.1.7	1	7	And they had no child, because that Elisabeth was barren, and they both were {now} well stricken in years.	0.0	neutral	Y no tenían hijo, porque Elisabet era estéril, y ambos eran avanzados en días.
LUK.1.8	1	8	And it came to pass, that while he executed the priest's office before God in the order of his course,	0.0	neutral	Y aconteció que ejerciendo Zacarías el sacerdocio delante de Dios por el orden de su vez,
LUK.1.9	1	9	According to the custom of the priest's office, his lot was to burn incense when he went into the temple of the Lord.	0.0	neutral	Conforme á la costumbre del sacerdocio, salió en suerte á poner el incienso, entrando en el templo del Señor.
LUK.1.10	1	10	And the whole multitude of the people were praying without at the time of incense.	0.2	positive	Y toda la multitud del pueblo estaba fuera orando á la hora del incienso.
LUK.1.11	1	11	And there appeared unto him an angel of the Lord standing on the right side of the altar of incense.	0.2857	positive	Y se le apareció el ángel del Señor puesto en pie á la derecha del altar del incienso.
LUK.1.12	1	12	And when Zacharias saw {him}, he was troubled, and fear fell upon him.	-0.5	negative	Y se turbó Zacarías viéndo le, y cayó temor sobre él.
LUK.1.13	1	13	But the angel said unto him, Fear not, Zacharias: for thy prayer is heard; and thy wife Elisabeth shall bear thee a son, and thou shalt call his name John.	0.0	neutral	Mas el ángel le dijo: Zacarías, no temas; porque tu oración ha sido oída, y tu mujer Elisabet te parirá un hijo, y llamarás su nombre Juan.
LUK.1.14	1	14	And thou shalt have joy and gladness; and many shall rejoice at his birth.	0.65	positive	Y tendrás gozo y alegría, y muchos se gozarán de su nacimiento.
