verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
GEN.12.2	12	2	And I will make of thee a great nation, and I will bless thee, and make thy name great; and thou shalt be a blessing:	0.8	positive	"""Farei de você um grande povo, e o abençoarei. Tornarei famoso o seu nome, e você será uma bênção."
GEN.12.3	12	3	And I will bless them that bless thee, and curse him that curseth thee: and in thee shall all families of the earth be blessed.	0.0	neutral	"Abençoarei os que o abençoarem, e amaldiçoarei os que o amaldiçoarem; e por meio de você todos os povos da terra serão abençoados""."
GEN.12.4	12	4	So Abram departed, as the LORD had spoken unto him; and Lot went with him: and Abram {was} seventy and five years old when he departed out of Haran.	0.1	neutral	Partiu Abrão, como lhe ordenara o Senhor, e Ló foi com ele. Abrão tinha setenta e cinco anos quando saiu de Harã.
GEN.12.5	12	5	And Abram took Sarai his wife, and Lot his brother's son, and all their substance that they had gathered, and the souls that they had gotten in Haran; and they went forth to go into the land of Canaan; and into the land of Canaan they came.	0.0	neutral	Levou sua mulher Sarai, seu sobrinho Ló, todos os bens que haviam acumulado e os seus servos, comprados em Harã; partiram para a terra de Canaã e lá chegaram.
GEN.12.6	12	6	And Abram passed through the land unto the place of Sichem, unto the plain of Moreh. And the Canaanite {was} then in the land. {plain: Heb. plains}	-0.2143	negative	Abrão atravessou a terra até o lugar do Carvalho de Moré, em Siquém. Naquela época os cananeus habitavam essa terra.
GEN.12.7	12	7	And the LORD appeared unto Abram, and said, Unto thy seed will I give this land: and there builded he an altar unto the LORD, who appeared unto him.	0.0	neutral	"O Senhor apareceu a Abrão e disse: ""À sua descendência darei esta terra"". Abrão construiu ali um altar dedicado ao Senhor, que lhe havia aparecido."
GEN.12.8	12	8	And he removed from thence unto a mountain on the east of Bethel, and pitched his tent, {having} Bethel on the west, and Hai on the east: and there he builded an altar unto the LORD, and called upon the name of the LORD.	0.0	neutral	Dali prosseguiu em direção às colinas a leste de Betel, onde armou acampamento, tendo Betel a oeste e Ai a leste. Construiu ali um altar dedicado ao Senhor e invocou o nome do Senhor.
GEN.12.9	12	9	And Abram journeyed, going on still toward the south. {going...: Heb. in going and journeying}	0.0	neutral	Depois Abrão partiu e prosseguiu em direção ao Neguebe.
GEN.12.10	12	10	And there was a famine in the land: and Abram went down into Egypt to sojourn there; for the famine {was} grievous in the land.	-0.4778	negative	Houve fome naquela terra, e Abrão desceu ao Egito para ali viver algum tempo, pois a fome era rigorosa.
GEN.12.11	12	11	And it came to pass, when he was come near to enter into Egypt, that he said unto Sarai his wife, Behold now, I know that thou {art} a fair woman to look upon:	0.4	positive	"Quando estava chegando ao Egito, disse a Sarai, sua mulher: ""Bem sei que você é bonita."
GEN.12.12	12	12	Therefore it shall come to pass, when the Egyptians shall see thee, that they shall say, This {is} his wife: and they will kill me, but they will save thee alive.	0.1	neutral	Quando os egípcios a virem, dirão: 'Esta é a mulher dele'. E me matarão, mas deixarão você viva.
GEN.12.13	12	13	Say, I pray thee, thou {art} my sister: that it may be well with me for thy sake; and my soul shall live because of thee.	0.1364	positive	"Diga que é minha irmã, para que me tratem bem por amor a você e minha vida seja poupada por sua causa""."
GEN.12.14	12	14	And it came to pass, that, when Abram was come into Egypt, the Egyptians beheld the woman that she {was} very fair.	0.91	positive	Quando Abrão chegou ao Egito, viram os egípcios que Sarai era uma mulher muito bonita.
GEN.12.15	12	15	The princes also of Pharaoh saw her, and commended her before Pharaoh: and the woman was taken into Pharaoh's house.	0.0	neutral	Vendo-a, os homens da corte do faraó a elogiaram diante do faraó, e ela foi levada ao seu palácio.
GEN.12.16	12	16	And he entreated Abram well for her sake: and he had sheep, and oxen, and he asses, and menservants, and maidservants, and she asses, and camels.	0.0	neutral	Ele tratou bem a Abrão por causa dela, e Abrão recebeu ovelhas e bois, jumentos e jumentas, servos e servas, e camelos.
GEN.12.17	12	17	And the LORD plagued Pharaoh and his house with great plagues because of Sarai Abram's wife.	0.8	positive	Mas o Senhor puniu o faraó e sua corte com graves doenças, por causa de Sarai, mulher de Abrão.
GEN.12.18	12	18	And Pharaoh called Abram, and said, What {is} this {that} thou hast done unto me? why didst thou not tell me that she {was} thy wife?	0.0	neutral	"Por isso o faraó mandou chamar Abrão e disse: ""O que você fez comigo? Por que não me falou que ela era sua mulher?"
