verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
PRO.11.13	11	13	A talebearer revealeth secrets: but he that is of a faithful spirit concealeth the matter. {A talebearer: Heb. He that walketh, being a talebearer}	0.0	neutral	El que anda en chismes, descubre el secreto: Mas el de espíritu fiel encubre la cosa.
PRO.11.14	11	14	Where no counsel {is}, the people fall: but in the multitude of counsellors {there is} safety.	0.0	neutral	Cuando faltaren las industrias, caerá el pueblo: Mas en la multitud de consejeros hay salud.
PRO.11.15	11	15	He that is surety for a stranger shall smart {for it}: and he that hateth suretiship is sure. {smart: Heb. be sore broken} {suretiship: Heb. those that strike hands}	0.1321	positive	Con ansiedad será afligido el que fiare al extraño: Mas el que aborreciere las fianzas vivirá confiado.
PRO.11.16	11	16	A gracious woman retaineth honour: and strong {men} retain riches.	0.4333	positive	La mujer graciosa tendrá honra: Y los fuertes tendrán riquezas.
PRO.11.17	11	17	The merciful man doeth good to his own soul: but {he that is} cruel troubleth his own flesh.	0.225	positive	A su alma hace bien el hombre misericordioso: Mas el cruel atormenta su carne.
PRO.11.18	11	18	The wicked worketh a deceitful work: but to him that soweth righteousness {shall be} a sure reward.	0.5	positive	El impío hace obra falsa: Mas el que sembrare justicia, tendrá galardón firme.
PRO.11.19	11	19	As righteousness {tendeth} to life: so he that pursueth evil {pursueth it} to his own death.	-0.2	negative	Como la justicia es para vida, Así el que sigue el mal es para su muerte.
PRO.11.20	11	20	They that are of a froward heart {are} abomination to the LORD: but {such as are} upright in {their} way {are} his delight.	0.0	neutral	Abominación son á Jehová los perversos de corazón: Mas los perfectos de camino le son agradables.
PRO.11.21	11	21	{Though} hand {join} in hand, the wicked shall not be unpunished: but the seed of the righteous shall be delivered.	0.0	neutral	Aunque llegue la mano á la mano, el malo no quedará sin castigo: Mas la simiente de los justos escapará.
PRO.11.22	11	22	{As} a jewel of gold in a swine's snout, {so is} a fair woman which is without discretion. {is without: Heb. departeth from}	0.7	positive	Zarcillo de oro en la nariz del puerco, Es la mujer hermosa y apartada de razón.
PRO.11.23	11	23	The desire of the righteous {is} only good: {but} the expectation of the wicked {is} wrath.	-0.0167	neutral	El deseo de los justos es solamente bien: Mas la esperanza de los impíos es enojo.
