verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
JDG.21.8	21	8	And they said, What one {is there} of the tribes of Israel that came not up to Mizpeh to the LORD? And, behold, there came none to the camp from Jabeshgilead to the assembly.	0.0	neutral	Y dijeron: ¿Hay alguno de las tribus de Israel que no haya subido á Jehová en Mizpa? Y hallaron que ninguno de Jabes-galaad había venido al campo á la reunión:
JDG.21.9	21	9	For the people were numbered, and, behold, {there were} none of the inhabitants of Jabeshgilead there.	0.0	neutral	Porque el pueblo fué contado, y no hubo allí varón de los moradores de Jabes-galaad.
JDG.21.10	21	10	And the congregation sent thither twelve thousand men of the valiantest, and commanded them, saying, Go and smite the inhabitants of Jabeshgilead with the edge of the sword, with the women and the children.	0.0	neutral	Entonces la congregación envió allá doce mil hombres de los más valientes, y mandáronles, diciendo: Id y poned á cuchillo á los moradores de Jabes-galaad, y las mujeres y niños.
JDG.21.11	21	11	And this {is} the thing that ye shall do, Ye shall utterly destroy every male, and every woman that hath lain by man. {hath lain...: Heb. knoweth the lying with man}	-0.1	neutral	Mas haréis de esta manera: mataréis á todo varón, y á toda mujer que hubiere conocido ayuntamiento de varón.
JDG.21.12	21	12	And they found among the inhabitants of Jabeshgilead four hundred young virgins, that had known no man by lying with any male: and they brought them unto the camp to Shiloh, which {is} in the land of Canaan. {young...: Heb. young women virgins}	0.075	neutral	Y hallaron de los moradores de Jabes-galaad cuatrocientas doncellas que no habían conocido hombre en ayuntamiento de varón, y trajéronlas al campo en Silo, que es en la tierra de Canaán.
JDG.21.13	21	13	And the whole congregation sent {some} to speak to the children of Benjamin that {were} in the rock Rimmon, and to call peaceably unto them. {to speak...: Heb. and spake and called} {call...: or, proclaim peace}	0.2	positive	Toda la congregación envió luego á hablar á los hijos de Benjamín que estaban en la peña de Rimmón, y llamáronlos en paz.
JDG.21.14	21	14	And Benjamin came again at that time; and they gave them wives which they had saved alive of the women of Jabeshgilead: and yet so they sufficed them not.	0.1	neutral	Y volvieron entonces los de Benjamín; y diéronles por mujeres las que habían guardado vivas de las mujeres de Jabes-galaad: mas no les bastaron éstas.
JDG.21.15	21	15	And the people repented them for Benjamin, because that the LORD had made a breach in the tribes of Israel.	0.0	neutral	Y el pueblo tuvo dolor á causa de Benjamín, de que Jehová hubiese hecho mella en las tribus de Israel.
JDG.21.16	21	16	Then the elders of the congregation said, How shall we do for wives for them that remain, seeing the women are destroyed out of Benjamin?	0.0	neutral	Entonces los ancianos de la congregación dijeron: ¿Qué haremos acerca de mujeres para los que han quedado? Porque el sexo de las mujeres había sido raído de Benjamín.
JDG.21.17	21	17	And they said, {There must be} an inheritance for them that be escaped of Benjamin, that a tribe be not destroyed out of Israel.	0.0	neutral	Y dijeron: La heredad de los que han escapado ha de ser lo que era de Benjamín, porque no sea una tribu raída de Israel.
JDG.21.18	21	18	Howbeit we may not give them wives of our daughters: for the children of Israel have sworn, saying, Cursed {be} he that giveth a wife to Benjamin.	0.0	neutral	Nosotros empero, no les podemos dar mujeres de nuestras hijas, porque los hijos de Israel han jurado, diciendo: Maldito el que diere mujer á Benjamín.
JDG.21.19	21	19	Then they said, Behold, {there is} a feast of the LORD in Shiloh yearly {in a place} which {is} on the north side of Bethel, on the east side of the highway that goeth up from Bethel to Shechem, and on the south of Lebonah. {yearly: Heb. from year to year} {on the east...: or, toward the sunrising} {of the highway: or, on the highway}	0.0	neutral	Ahora bien, dijeron, he aquí cada un año hay solemnidad de Jehová en Silo, que está al aquilón de Beth-el, y al lado oriental del camino que sube de Beth-el á Sichêm, y al mediodía de Lebona.
JDG.21.20	21	20	Therefore they commanded the children of Benjamin, saying, Go and lie in wait in the vineyards;	0.0	neutral	Y mandaron á los hijos de Benjamín, diciendo: Id, y poned emboscada en las viñas:
JDG.21.21	21	21	And see, and, behold, if the daughters of Shiloh come out to dance in dances, then come ye out of the vineyards, and catch you every man his wife of the daughters of Shiloh, and go to the land of Benjamin.	0.0	neutral	Y estad atentos: y cuando viereis salir la hijas de Silo á bailar en corros, vosotros saldréis de las viñas, y arrebataréis cada uno mujer para sí de las hijas de Silo, y os iréis á tierra de Benjamín:
JDG.21.22	21	22	And it shall be, when their fathers or their brethren come unto us to complain, that we will say unto them, Be favourable unto them for our sakes: because we reserved not to each man his wife in the war: for ye did not give unto them at this time, {that} ye should be guilty. {Be favourable...: or, Gratify us in them}	-0.5	negative	Y cuando vinieren los padres de ellas ó sus hermanos á demandárnoslo, nosotros les diremos: Tened piedad de nosotros en lugar de ellos: pues que nosotros en la guerra no tomamos mujeres para todos: que vosotros no se las habéis dado, para que ahora seáis culpables.
JDG.21.23	21	23	And the children of Benjamin did so, and took {them} wives, according to their number, of them that danced, whom they caught: and they went and returned unto their inheritance, and repaired the cities, and dwelt in them.	0.0	neutral	Y los hijos de Benjamín lo hicieron así; pues tomaron mujeres conforme á su número, pillando de las que danzaban; y yéndose luego, tornáronse á su heredad, y reedificaron las ciudades, y habitaron en ellas.
JDG.21.24	21	24	And the children of Israel departed thence at that time, every man to his tribe and to his family, and they went out from thence every man to his inheritance.	0.0	neutral	Entonces los hijos de Israel se fueron también de allí, cada uno á su tribu y á su familia, saliendo de allí cada uno á su heredad.
JDG.21.25	21	25	In those days {there was} no king in Israel: every man did {that which was} right in his own eyes.	0.4429	positive	En estos días no había rey en Israel: cada uno hacía lo recto delante de sus ojos.
