verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
JER.1.1	1	1	The words of Jeremiah the son of Hilkiah, of the priests that {were} in Anathoth in the land of Benjamin:	0.0	neutral	LAS palabras de Jeremías hijo de Hilcías, de los sacerdotes que estuvieron en Anathoth, en tierra de Benjamín.
JER.1.2	1	2	To whom the word of the LORD came in the days of Josiah the son of Amon king of Judah, in the thirteenth year of his reign.	0.0	neutral	La palabra de Jehová que fué á él en los días de Josías hijo de Amón, rey de Judá, en el año décimotercio de su reinado.
JER.1.3	1	3	It came also in the days of Jehoiakim the son of Josiah king of Judah, unto the end of the eleventh year of Zedekiah the son of Josiah king of Judah, unto the carrying away of Jerusalem captive in the fifth month.	0.2	positive	Fué asimismo en días de Joacim hijo de Josías, rey de Judá, hasta el fin del año undécimo de Sedechîas hijo de Josías, rey de Judá, hasta la cautividad de Jerusalem en el mes quinto.
JER.1.4	1	4	Then the word of the LORD came unto me, saying,	0.0	neutral	Fué pues palabra de Jehová á mí, diciendo:
JER.1.5	1	5	Before I formed thee in the belly I knew thee; and before thou camest forth out of the womb I sanctified thee, {and} I ordained thee a prophet unto the nations. {ordained: Heb. gave}	0.0	neutral	Antes que te formase en el vientre te conocí, y antes que salieses de la matriz te santifiqué, te dí por profeta á las gentes.
JER.1.6	1	6	Then said I, Ah, Lord GOD! behold, I cannot speak: for I {am} a child.	0.0	neutral	Y yo dije: ¡Ah! ¡ah! ¡Señor Jehová! He aquí, no sé hablar, porque soy niño.
JER.1.7	1	7	But the LORD said unto me, Say not, I {am} a child: for thou shalt go to all that I shall send thee, and whatsoever I command thee thou shalt speak.	0.0	neutral	Y díjome Jehová: No digas, soy niño; porque á todo lo que te enviaré irás tú, y dirás todo lo que te mandaré.
JER.1.8	1	8	Be not afraid of their faces: for I {am} with thee to deliver thee, saith the LORD.	0.3	positive	No temas delante de ellos, porque contigo soy para librarte, dice Jehová.
JER.1.9	1	9	Then the LORD put forth his hand, and touched my mouth. And the LORD said unto me, Behold, I have put my words in thy mouth.	0.0	neutral	Y extendió Jehová su mano, y tocó sobre mi boca; y díjome Jehová: He aquí he puesto mis palabras en tu boca.
JER.1.10	1	10	See, I have this day set thee over the nations and over the kingdoms, to root out, and to pull down, and to destroy, and to throw down, to build, and to plant.	-0.1704	negative	Mira que te he puesto en este día sobre gentes y sobre reinos, para arrancar y para destruir, y para arruinar y para derribar, y para edificar y para plantar.
JER.1.11	1	11	Moreover the word of the LORD came unto me, saying, Jeremiah, what seest thou? And I said, I see a rod of an almond tree.	0.0	neutral	Y la palabra de Jehová fué á mí, diciendo: ¿Qué ves tú, Jeremías? Y dije: Yo veo una vara de almendro.
JER.1.12	1	12	Then said the LORD unto me, Thou hast well seen: for I will hasten my word to perform it.	0.0	neutral	Y díjome Jehová: Bien has visto; porque yo apresuro mi palabra para ponerla por obra.
JER.1.13	1	13	And the word of the LORD came unto me the second time, saying, What seest thou? And I said, I see a seething pot; and the face thereof {is} toward the north. {toward...: Heb. from the face of the north}	0.0	neutral	Y fué á mí palabra de Jehová segunda vez, diciendo: ¿Qué ves tú? Y dije: Yo veo una olla que hierve; y su haz está de la parte del aquilón.
JER.1.14	1	14	Then the LORD said unto me, Out of the north an evil shall break forth upon all the inhabitants of the land. {shall...: Heb. shall be opened}	-1.0	negative	Y díjome Jehová: Del aquilón se soltará el mal sobre todos los moradores de la tierra.
JER.1.15	1	15	For, lo, I will call all the families of the kingdoms of the north, saith the LORD; and they shall come, and they shall set every one his throne at the entering of the gates of Jerusalem, and against all the walls thereof round about, and against all the cities of Judah.	-0.2	negative	Porque he aquí que yo convoco todas las familias de los reinos del aquilón, dice Jehová; y vendrán, y pondrá cada uno su asiento á la entrada de las puertas de Jerusalem, y junto á todos sus muros en derredor, y en todas las ciudades de Judá.
JER.1.16	1	16	And I will utter my judgments against them touching all their wickedness, who have forsaken me, and have burned incense unto other gods, and worshipped the works of their own hands.	0.2437	positive	Y á causa de toda su malicia, proferiré mis juicios contra los que me dejaron, é incensaron á dioses extraños, y á hechuras de sus manos se encorvaron.
