verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
GEN.12.2	12	2	And I will make of thee a great nation, and I will bless thee, and make thy name great; and thou shalt be a blessing:	0.8	positive	Y haré de ti una nación grande, y bendecirte he, y engrandeceré tu nombre, y serás bendición:
GEN.12.3	12	3	And I will bless them that bless thee, and curse him that curseth thee: and in thee shall all families of the earth be blessed.	0.0	neutral	Y bendeciré á los que te bendijeren, y á los que te maldijeren maldeciré: y serán benditas en ti todas las familias de la tierra.
GEN.12.4	12	4	So Abram departed, as the LORD had spoken unto him; and Lot went with him: and Abram {was} seventy and five years old when he departed out of Haran.	0.1	neutral	Y fuése Abram, como Jehová le dijo; y fué con él Lot: y era Abram de edad de setenta y cinco años cuando salió de Harán.
GEN.12.5	12	5	And Abram took Sarai his wife, and Lot his brother's son, and all their substance that they had gathered, and the souls that they had gotten in Haran; and they went forth to go into the land of Canaan; and into the land of Canaan they came.	0.0	neutral	Y tomó Abram á Sarai su mujer, y á Lot hijo de su hermano, y toda su hacienda que habían ganado, y las almas que habían adquirido en Harán, y salieron para ir á tierra de Canaán; y á tierra de Canaán llegaron.
GEN.12.6	12	6	And Abram passed through the land unto the place of Sichem, unto the plain of Moreh. And the Canaanite {was} then in the land. {plain: Heb. plains}	-0.2143	negative	Y pasó Abram por aquella tierra hasta el lugar de Sichêm, hasta el valle de Moreh: y el Cananeo estaba entonces en la tierra.
GEN.12.7	12	7	And the LORD appeared unto Abram, and said, Unto thy seed will I give this land: and there builded he an altar unto the LORD, who appeared unto him.	0.0	neutral	Y apareció Jehová á Abram, y le dijo: A tu simiente daré esta tierra. Y edificó allí un altar á Jehová, que le había aparecido.
GEN.12.8	12	8	And he removed from thence unto a mountain on the east of Bethel, and pitched his tent, {having} Bethel on the west, and Hai on the east: and there he builded an altar unto the LORD, and called upon the name of the LORD.	0.0	neutral	Y pasóse de allí á un monte al oriente de Bethel, y tendió su tienda, teniendo á Bethel al occidente y Hai al oriente: y edificó allí altar á Jehová é invocó el nombre de Jehová.
GEN.12.9	12	9	And Abram journeyed, going on still toward the south. {going...: Heb. in going and journeying}	0.0	neutral	Y movió Abram de allí, caminando y yendo hacia el Mediodía.
GEN.12.10	12	10	And there was a famine in the land: and Abram went down into Egypt to sojourn there; for the famine {was} grievous in the land.	-0.4778	negative	Y hubo hambre en la tierra, y descendió Abram á Egipto para peregrinar allá; porque era grande el hambre en la tierra.
GEN.12.11	12	11	And it came to pass, when he was come near to enter into Egypt, that he said unto Sarai his wife, Behold now, I know that thou {art} a fair woman to look upon:	0.4	positive	Y aconteció que cuando estaba para entrar en Egipto, dijo á Sarai su mujer: He aquí, ahora conozco que eres mujer hermosa de vista;
