verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
LEV.12.2	12	2	Speak unto the children of Israel, saying, If a woman have conceived seed, and born a man child: then she shall be unclean seven days; according to the days of the separation for her infirmity shall she be unclean.	0.0	neutral	Habla á los hijos de Israel, diciendo: La mujer cuando concibiere y pariere varón, será inmunda siete días; conforme á los días que está separada por su menstruo, será inmunda.
LEV.12.3	12	3	And in the eighth day the flesh of his foreskin shall be circumcised.	0.0	neutral	Y al octavo día circuncidará la carne de su prepucio.
LEV.12.4	12	4	And she shall then continue in the blood of her purifying three and thirty days; she shall touch no hallowed thing, nor come into the sanctuary, until the days of her purifying be fulfilled.	0.0	neutral	Mas ella permanecerá treinta y tres días en la sangre de su purgación: ninguna cosa santa tocará, ni vendrá al santuario, hasta que sean cumplidos los días de su purgación.
LEV.12.5	12	5	But if she bear a maid child, then she shall be unclean two weeks, as in her separation: and she shall continue in the blood of her purifying threescore and six days.	0.0	neutral	Y si pariere hembra será inmunda dos semanas, conforme á su separación, y sesenta y seis días estará purificándose de su sangre.
LEV.12.6	12	6	And when the days of her purifying are fulfilled, for a son, or for a daughter, she shall bring a lamb of the first year for a burnt offering, and a young pigeon, or a turtledove, for a sin offering, unto the door of the tabernacle of the congregation, unto the priest: {of the first...: Heb. a son of his year}	-0.0375	neutral	Y cuando los días de su purgación fueren cumplidos, por hijo ó por hija, traerá un cordero de un año para holocausto, y un palomino ó una tórtola para expiación, á la puerta del tabernáculo del testimonio, al sacerdote:
LEV.12.7	12	7	Who shall offer it before the LORD, and make an atonement for her; and she shall be cleansed from the issue of her blood. This {is} the law for her that hath born a male or a female.	0.0	neutral	Y él ofrecerá delante de Jehová, y hará expiación por ella, y será limpia del flujo de su sangre. Esta es la ley de la que pariere varón ó hembra.
LEV.12.8	12	8	And if she be not able to bring a lamb, then she shall bring two turtles, or two young pigeons; the one for the burnt offering, and the other for a sin offering: and the priest shall make an atonement for her, and she shall be clean. {she be...: Heb. her hand find not sufficiency of}	0.0229	neutral	Y si no alcanzare su mano lo suficiente para un cordero, tomará entonces dos tórtolas ó dos palominos, uno para holocausto, y otro para expiación: y el sacerdote hará expiación por ella, y será limpia.
LEV.13.1	13	1	And the LORD spake unto Moses and Aaron, saying,	0.0	neutral	Y HABLO Jehová á Moisés y á Aarón, diciendo:
LEV.13.2	13	2	When a man shall have in the skin of his flesh a rising, a scab, or bright spot, and it be in the skin of his flesh {like} the plague of leprosy; then he shall be brought unto Aaron the priest, or unto one of his sons the priests: {rising: or, swelling}	-0.025	neutral	Cuando el hombre tuviere en la piel de su carne hinchazón, ó postilla, ó mancha blanca, y hubiere en la piel de su carne como llaga de lepra, será traído á Aarón el sacerdote, ó á uno de los sacerdotes sus hijos:
LEV.13.3	13	3	And the priest shall look on the plague in the skin of the flesh: and {when} the hair in the plague is turned white, and the plague in sight {be} deeper than the skin of his flesh, it {is} a plague of leprosy: and the priest shall look on him, and pronounce him unclean.	0.0	neutral	Y el sacerdote mirará la llaga en la piel de la carne: si el pelo en la llaga se ha vuelto blanco, y pareciere la llaga más hundida que la tez de la carne, llaga de lepra es; y el sacerdote le reconocerá, y le dará por inmundo.
LEV.13.4	13	4	If the bright spot {be} white in the skin of his flesh, and in sight {be} not deeper than the skin, and the hair thereof be not turned white; then the priest shall shut up {him that hath} the plague seven days:	0.2333	positive	Y si en la piel de su carne hubiere mancha blanca, pero no pareciere más hundida que la tez, ni su pelo se hubiere vuelto blanco, entonces el sacerdote encerrará al llagado por siete días;
LEV.13.5	13	5	And the priest shall look on him the seventh day: and, behold, {if} the plague in his sight be at a stay, {and} the plague spread not in the skin; then the priest shall shut him up seven days more:	0.5	positive	Y al séptimo día el sacerdote lo mirará; y si la llaga a su parecer se hubiere estancado, no habiéndose extendido en la piel, entonces el sacerdote le volverá á encerrar por otros siete días.
LEV.13.6	13	6	And the priest shall look on him again the seventh day: and, behold, {if} the plague {be} somewhat dark, {and} the plague spread not in the skin, the priest shall pronounce him clean: it {is but} a scab: and he shall wash his clothes, and be clean.	0.1944	positive	Y al séptimo día el sacerdote le reconocerá de nuevo; y si parece haberse oscurecido la llaga, y que no ha cundido en la piel, entonces el sacerdote lo dará por limpio: era postilla; y lavará sus vestidos, y será limpio.
LEV.13.7	13	7	But if the scab spread much abroad in the skin, after that he hath been seen of the priest for his cleansing, he shall be seen of the priest again:	0.2	positive	Mas si hubiere ido creciendo la postilla en la piel, después que fué mostrado al sacerdote para ser limpio, será visto otra vez del sacerdote:
LEV.13.8	13	8	And {if} the priest see that, behold, the scab spreadeth in the skin, then the priest shall pronounce him unclean: it {is} a leprosy.	0.0	neutral	Y si reconociéndolo el sacerdote, ve que la postilla ha crecido en la piel, el sacerdote lo dará por inmundo: es lepra.
