verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
REV.18.4	18	4	And I heard another voice from heaven, saying, Come out of her, my people, that ye be not partakers of her sins, and that ye receive not of her plagues.	0.0	neutral	"Então ouvi outra voz do céu que dizia: ""Saiam dela, vocês, povo meu, para que vocês não participem dos seus pecados, para que as pragas que vão cair sobre ela não os atinjam!"
REV.18.5	18	5	For her sins have reached unto heaven, and God hath remembered her iniquities.	0.0	neutral	Pois os pecados da Babilônia acumularam-se até o céu, e Deus se lembrou dos seus crimes.
REV.18.6	18	6	Reward her even as she rewarded you, and double unto her double according to her works: in the cup which she hath filled fill to her double.	0.1	neutral	Retribuam-lhe na mesma moeda; paguem-lhe em dobro pelo que fez; misturem para ela uma porção dupla no seu próprio cálice.
REV.18.7	18	7	How much she hath glorified herself, and lived deliciously, so much torment and sorrow give her: for she saith in her heart, I sit a queen, and am no widow, and shall see no sorrow.	0.2	positive	Façam-lhe sofrer tanto tormento e tanta aflição como a glória e o luxo a que ela se entregou. Em seu coração ela se vangloriava: 'Estou sentada como rainha; não sou viúva e jamais terei tristeza'.
REV.18.8	18	8	Therefore shall her plagues come in one day, death, and mourning, and famine; and she shall be utterly burned with fire: for strong {is} the Lord God who judgeth her.	0.2167	positive	Por isso num só dia as suas pragas a alcançarão: morte, tristeza e fome, e o fogo a consumirá, pois poderoso é o Senhor Deus que a julga.
REV.18.9	18	9	And the kings of the earth, who have committed fornication and lived deliciously with her, shall bewail her, and lament for her, when they shall see the smoke of her burning,	1.0	positive	"""Quando os reis da terra, que se prostituíram com ela e participaram do seu luxo, virem a fumaça do seu incêndio, chorarão e se lamentarão por ela."
REV.18.10	18	10	Standing afar off for the fear of her torment, saying, Alas, alas, that great city Babylon, that mighty city! for in one hour is thy judgment come.	0.125	positive	Amedrontados por causa do tormento dela, ficarão de longe e gritarão: 'Ai! A grande cidade! Babilônia, cidade poderosa! Em apenas uma hora chegou a sua condenação! '
REV.18.11	18	11	And the merchants of the earth shall weep and mourn over her; for no man buyeth their merchandise any more:	0.5	positive	"""Os negociantes da terra chorarão e se lamentarão por causa dela, porque ninguém mais compra a sua mercadoria:"
REV.18.12	18	12	The merchandise of gold, and silver, and precious stones, and of pearls, and fine linen, and purple, and silk, and scarlet, and all thyine wood, and all manner vessels of ivory, and all manner vessels of most precious wood, and of brass, and iron, and marble, {thyine: or, sweet}	0.4533	positive	artigos como ouro, prata, pedras preciosas e pérolas; linho fino, púrpura, seda e tecido vermelho; todo tipo de madeira de cedro e peças de marfim, madeira preciosa, bronze, ferro e mármore;
REV.18.13	18	13	And cinnamon, and odours, and ointments, and frankincense, and wine, and oil, and fine flour, and wheat, and beasts, and sheep, and horses, and chariots, and slaves, and souls of men. {slaves: or, bodies}	0.4167	positive	canela e outras especiarias, incenso, mirra e perfumes, vinho e azeite de oliva; farinha fina e trigo, bois e ovelhas, cavalos e carruagens, e corpos e almas de seres humanos.
REV.18.14	18	14	And the fruits that thy soul lusted after are departed from thee, and all things which were dainty and goodly are departed from thee, and thou shalt find them no more at all.	0.45	positive	"""Eles dirão: 'Foram-se as frutas que tanto lhe apeteciam! Todas as suas riquezas e todo o seu esplendor se desvaneceram; nunca mais serão recuperados'."
REV.18.15	18	15	The merchants of these things, which were made rich by her, shall stand afar off for the fear of her torment, weeping and wailing,	0.375	positive	Os negociantes dessas coisas, que enriqueceram à custa dela, ficarão de longe, amedrontados com o tormento dela, e chorarão e se lamentarão,
REV.18.16	18	16	And saying, Alas, alas, that great city, that was clothed in fine linen, and purple, and scarlet, and decked with gold, and precious stones, and pearls!	0.2083	positive	gritando: 'Ai! A grande cidade, vestida de linho fino, de roupas de púrpura e vestes vermelhas, adornada de ouro, pedras preciosas e pérolas!
REV.18.17	18	17	For in one hour so great riches is come to nought. And every shipmaster, and all the company in ships, and sailors, and as many as trade by sea, stood afar off,	0.65	positive	"Em apenas uma hora, tamanha riqueza foi arruinada! ' ""Todos os pilotos, todos os passageiros e marinheiros dos navios e todos os que ganham a vida no mar ficarão de longe."
REV.18.18	18	18	And cried when they saw the smoke of her burning, saying, What {city is} like unto this great city!	1.0	positive	Ao verem a fumaça do incêndio dela, exclamarão: 'Que outra cidade jamais se igualou a esta grande cidade? '
REV.18.19	18	19	And they cast dust on their heads, and cried, weeping and wailing, saying, Alas, alas, that great city, wherein were made rich all that had ships in the sea by reason of her costliness! for in one hour is she made desolate.	0.1172	positive	Lançarão pó sobre a cabeça, e lamentando-se e chorando, gritarão: 'Ai! A grande cidade! Graças à sua riqueza, nela prosperaram todos os que tinham navios no mar! Em apenas uma hora ela ficou em ruínas!
REV.18.20	18	20	Rejoice over her, {thou} heaven, and {ye} holy apostles and prophets; for God hath avenged you on her.	0.0	neutral	"Celebre o que se deu com ela, ó céus! Celebrem, ó santos, apóstolos e profetas! Deus a julgou, retribuindo-lhe o que ela fez a vocês ' ""."
REV.18.21	18	21	And a mighty angel took up a stone like a great millstone, and cast {it} into the sea, saying, Thus with violence shall that great city Babylon be thrown down, and shall be found no more at all.	0.3189	positive	"Então um anjo poderoso levantou uma pedra do tamanho de uma grande pedra de moinho, lançou-a ao mar e disse: ""Com igual violência será lançada por terra a grande cidade da Babilônia, para nunca mais ser encontrada."
REV.18.22	18	22	And the voice of harpers, and musicians, and of pipers, and trumpeters, shall be heard no more at all in thee; and no craftsman, of whatsoever craft {he be}, shall be found any more in thee; and the sound of a millstone shall be heard no more at all in thee;	0.1	neutral	Nunca mais se ouvirá em seu meio o som de harpistas, dos músicos, dos flautistas e dos tocadores de trombeta. Nunca mais se achará dentro de seus muros artífice algum, de qualquer profissão. Nunca mais se ouvirá em seu meio o ruído das pedras de moinho.
REV.18.23	18	23	And the light of a candle shall shine no more at all in thee; and the voice of the bridegroom and of the bride shall be heard no more at all in thee: for thy merchants were the great men of the earth; for by thy sorceries were all nations deceived.	0.175	positive	Nunca mais brilhará dentro de seus muros a luz da candeia. Nunca mais se ouvirá ali a voz do noivo e da noiva. Seus mercadores eram os grandes do mundo. Todas as nações foram seduzidas por suas feitiçarias.
REV.18.24	18	24	And in her was found the blood of prophets, and of saints, and of all that were slain upon the earth.	0.0	neutral	"Nela foi encontrado sangue de profetas e de santos, e de todos os que foram assassinados na terra""."
REV.19.1	19	1	And after these things I heard a great voice of much people in heaven, saying, Alleluia; Salvation, and glory, and honour, and power, unto the Lord our God:	0.5	positive	"Depois disso ouvi no céu algo semelhante à voz de uma grande multidão, que exclamava: ""Aleluia! A salvação, a glória e o poder pertencem ao nosso Deus,"
REV.19.2	19	2	For true and righteous {are} his judgments: for he hath judged the great whore, which did corrupt the earth with her fornication, and hath avenged the blood of his servants at her hand.	0.2167	positive	"pois verdadeiros e justos são os seus juízos. Ele condenou a grande prostituta que corrompia a terra com a sua prostituição. Ele cobrou dela o sangue dos seus servos""."
REV.19.3	19	3	And again they said, Alleluia. And her smoke rose up for ever and ever.	0.6	positive	"E mais uma vez a multidão exclamou: ""Aleluia! A fumaça que dela vem, sobe para todo o sempre""."
REV.19.4	19	4	And the four and twenty elders and the four beasts fell down and worshipped God that sat on the throne, saying, Amen; Alleluia.	-0.1556	negative	"Os vinte e quatro anciãos e os quatro seres viventes prostraram-se e adoraram a Deus, que estava assentado no trono, e exclamaram: ""Amém, Aleluia! """
REV.19.5	19	5	And a voice came out of the throne, saying, Praise our God, all ye his servants, and ye that fear him, both small and great.	0.275	positive	"Então veio do trono uma voz, conclamando: ""Louvem o nosso Deus, todos vocês, seus servos, vocês que o temem, tanto pequenos como grandes! """
REV.19.6	19	6	And I heard as it were the voice of a great multitude, and as the voice of many waters, and as the voice of mighty thunderings, saying, Alleluia: for the Lord God omnipotent reigneth.	0.5667	positive	"Então ouvi algo semelhante ao som de uma grande multidão, como o estrondo de muitas águas e fortes trovões, que bradava: ""Aleluia! pois reina o Senhor, o nosso Deus, o Todo-poderoso."
