verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
JDG.21.7	21	7	How shall we do for wives for them that remain, seeing we have sworn by the LORD that we will not give them of our daughters to wives?	0.0	neutral	"""Como poderemos conseguir mulheres para os sobreviventes, visto que juramos pelo Senhor não lhes dar em casamento nenhuma de nossas filhas? """
JDG.21.8	21	8	And they said, What one {is there} of the tribes of Israel that came not up to Mizpeh to the LORD? And, behold, there came none to the camp from Jabeshgilead to the assembly.	0.0	neutral	"Então perguntaram: ""Qual das tribos de Israel deixou de reunir-se perante o Senhor em Mispá? "" Descobriu-se então que ninguém de Jabes-Gileade tinha vindo ao acampamento para a assembléia."
JDG.21.9	21	9	For the people were numbered, and, behold, {there were} none of the inhabitants of Jabeshgilead there.	0.0	neutral	Quando contaram o povo, verificaram que ninguém do povo de Jabes-Gileade estava ali.
JDG.21.10	21	10	And the congregation sent thither twelve thousand men of the valiantest, and commanded them, saying, Go and smite the inhabitants of Jabeshgilead with the edge of the sword, with the women and the children.	0.0	neutral	Então a comunidade enviou doze mil homens de guerra com instruções para irem a Jabes-Gileade e matarem à espada todos os que viviam lá, inclusive mulheres e crianças.
JDG.21.11	21	11	And this {is} the thing that ye shall do, Ye shall utterly destroy every male, and every woman that hath lain by man. {hath lain...: Heb. knoweth the lying with man}	-0.1	neutral	"""É isto o que vocês deverão fazer"", disseram, ""matem todos os homens e todas as mulheres que não forem virgens""."
JDG.21.12	21	12	And they found among the inhabitants of Jabeshgilead four hundred young virgins, that had known no man by lying with any male: and they brought them unto the camp to Shiloh, which {is} in the land of Canaan. {young...: Heb. young women virgins}	0.075	neutral	Entre o povo que vivia em Jabes-Gileade encontraram quatrocentas moças virgens e as levaram para o acampamento de Siló, em Canaã.
JDG.21.13	21	13	And the whole congregation sent {some} to speak to the children of Benjamin that {were} in the rock Rimmon, and to call peaceably unto them. {to speak...: Heb. and spake and called} {call...: or, proclaim peace}	0.2	positive	Depois a comunidade toda enviou uma oferta de comunhão aos benjamitas que estavam na rocha de Rimom.
JDG.21.14	21	14	And Benjamin came again at that time; and they gave them wives which they had saved alive of the women of Jabeshgilead: and yet so they sufficed them not.	0.1	neutral	Os benjamitas voltaram naquela ocasião e receberam as mulheres de Jabes-Gileade que tinham sido poupadas. Mas não havia suficientes mulheres para todos eles.
JDG.21.15	21	15	And the people repented them for Benjamin, because that the LORD had made a breach in the tribes of Israel.	0.0	neutral	O povo pranteou Benjamim, pois o Senhor tinha aberto uma lacuna nas tribos de Israel.
JDG.21.16	21	16	Then the elders of the congregation said, How shall we do for wives for them that remain, seeing the women are destroyed out of Benjamin?	0.0	neutral	"E os líderes da comunidade disseram: ""Mortas as mulheres de Benjamim, como conseguiremos mulheres para os homens que restaram?"
JDG.21.17	21	17	And they said, {There must be} an inheritance for them that be escaped of Benjamin, that a tribe be not destroyed out of Israel.	0.0	neutral	Os benjamitas sobreviventes precisam ter herdeiros, para que uma tribo de Israel não seja destruída.
JDG.21.18	21	18	Howbeit we may not give them wives of our daughters: for the children of Israel have sworn, saying, Cursed {be} he that giveth a wife to Benjamin.	0.0	neutral	Não podemos dar-lhes nossas filhas em casamento, pois nós israelitas fizemos este juramento: Maldito seja todo aquele que der mulher a um benjamita.
JDG.21.19	21	19	Then they said, Behold, {there is} a feast of the LORD in Shiloh yearly {in a place} which {is} on the north side of Bethel, on the east side of the highway that goeth up from Bethel to Shechem, and on the south of Lebonah. {yearly: Heb. from year to year} {on the east...: or, toward the sunrising} {of the highway: or, on the highway}	0.0	neutral	"Há, porém, a festa anual do Senhor em Siló, ao norte de Betel, a leste da estrada que vai de Betel a Siquém, e ao sul de Lebona""."
JDG.21.20	21	20	Therefore they commanded the children of Benjamin, saying, Go and lie in wait in the vineyards;	0.0	neutral	"Então mandaram para lá os benjamitas, dizendo: ""Vão, escondam-se nas vinhas"
JDG.21.21	21	21	And see, and, behold, if the daughters of Shiloh come out to dance in dances, then come ye out of the vineyards, and catch you every man his wife of the daughters of Shiloh, and go to the land of Benjamin.	0.0	neutral	e fiquem observando. Quando as moças de Siló forem para as danças, saiam correndo das vinhas e cada um de vocês apodere-se de uma das moças de Siló e vá para a terra de Benjamim.
JDG.21.22	21	22	And it shall be, when their fathers or their brethren come unto us to complain, that we will say unto them, Be favourable unto them for our sakes: because we reserved not to each man his wife in the war: for ye did not give unto them at this time, {that} ye should be guilty. {Be favourable...: or, Gratify us in them}	-0.5	negative	"Quando os pais ou irmãos delas se queixarem a nós diremos: Tenham misericórdia deles, pois não conseguimos mulheres para eles durante a guerra, e vocês são inocentes, visto que não lhes deram suas filhas""."
JDG.21.23	21	23	And the children of Benjamin did so, and took {them} wives, according to their number, of them that danced, whom they caught: and they went and returned unto their inheritance, and repaired the cities, and dwelt in them.	0.0	neutral	Foi o que os benjamitas fizeram. Quando as moças estavam dançando, cada homem tomou uma para fazer dela sua mulher. Depois voltaram para a sua herança, reconstruíram as cidades e se estabeleceram nelas.
JDG.21.24	21	24	And the children of Israel departed thence at that time, every man to his tribe and to his family, and they went out from thence every man to his inheritance.	0.0	neutral	Na mesma ocasião os israelitas saíram daquele local e voltaram para as suas tribos e para os seus clãs, cada um para a sua própria herança.
JDG.21.25	21	25	In those days {there was} no king in Israel: every man did {that which was} right in his own eyes.	0.4429	positive	Naquela época não havia rei em Israel; cada um fazia o que lhe parecia certo.
