verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
ISA.1.1	1	1	The vision of Isaiah the son of Amoz, which he saw concerning Judah and Jerusalem in the days of Uzziah, Jotham, Ahaz, {and} Hezekiah, kings of Judah.	0.0	neutral	VISION de Isaías hijo de Amoz, la cual vió sobre Judá y Jerusalem, en días de Uzzías, Jotham, Achâz y Ezechîas, reyes de Judá.
ISA.1.2	1	2	Hear, O heavens, and give ear, O earth: for the LORD hath spoken, I have nourished and brought up children, and they have rebelled against me.	0.0	neutral	Oid, cielos, y escucha tú, tierra; porque habla Jehová: Crié hijos, y engrandecílos, y ellos se rebelaron contra mí.
ISA.1.3	1	3	The ox knoweth his owner, and the ass his master's crib: {but} Israel doth not know, my people doth not consider.	-0.75	negative	El buey conoce á su dueño, y el asno el pesebre de su señor: Israel no conoce, mi pueblo no tiene entendimiento.
ISA.1.4	1	4	Ah sinful nation, a people laden with iniquity, a seed of evildoers, children that are corrupters: they have forsaken the LORD, they have provoked the Holy One of Israel unto anger, they are gone away backward. {laden: Heb. of heaviness} {gone...: Heb. alienated, or, separated}	-0.7	negative	¡Oh gente pecadora, pueblo cargado de maldad, generación de malignos, hijos depravados! Dejaron á Jehová, provocaron á ira al Santo de Israel, tornáronse atrás.
ISA.1.5	1	5	Why should ye be stricken any more? ye will revolt more and more: the whole head is sick, and the whole heart faint. {revolt...: Heb. increase revolt}	0.098	neutral	¿Para qué habéis de ser castigados aún? todavía os rebelaréis. Toda cabeza está enferma, y todo corazón doliente.
ISA.1.6	1	6	From the sole of the foot even unto the head {there is} no soundness in it; {but} wounds, and bruises, and putrifying sores: they have not been closed, neither bound up, neither mollified with ointment. {ointment: or, oil}	-0.05	neutral	Desde la planta del pie hasta la cabeza no hay en él cosa ilesa, sino herida, hinchazón y podrida llaga: no están curadas, ni vendadas, ni suavizadas con aceite.
ISA.1.7	1	7	Your country {is} desolate, your cities {are} burned with fire: your land, strangers devour it in your presence, and {it is} desolate, as overthrown by strangers. {overthrown...: Heb. the overthrow of}	0.0	neutral	Vuestra tierra está destruída, vuestras ciudades puestas á fuego, vuestra tierra delante de vosotros comida de extranjeros, y asolada como asolamiento de extraños.
ISA.1.8	1	8	And the daughter of Zion is left as a cottage in a vineyard, as a lodge in a garden of cucumbers, as a besieged city.	0.0	neutral	Y queda la hija de Sión como choza en viña, y como cabaña en melonar, como ciudad asolada.
ISA.1.9	1	9	Except the LORD of hosts had left unto us a very small remnant, we should have been as Sodom, {and} we should have been like unto Gomorrah.	-0.1625	negative	Si Jehová de los ejércitos no hubiera hecho que nos quedasen muy cortos residuos, como Sodoma fuéramos, y semejantes á Gomorra.
ISA.1.10	1	10	Hear the word of the LORD, ye rulers of Sodom; give ear unto the law of our God, ye people of Gomorrah.	0.0	neutral	Príncipes de Sodoma, oid la palabra de Jehová; escuchad la ley de nuestro Dios, pueblo de Gomorra.
