verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
2KI.1.1	1	1	Then Moab rebelled against Israel after the death of Ahab.	0.0	neutral	Depois da morte de Acabe, Moabe rebelou-se contra Israel.
2KI.1.2	1	2	And Ahaziah fell down through a lattice in his upper chamber that {was} in Samaria, and was sick: and he sent messengers, and said unto them, Go, enquire of Baalzebub the god of Ekron whether I shall recover of this disease.	-0.2899	negative	Certo dia, Acazias caiu da sacada do seu quarto no palácio de Samaria, e ficou muito ferido. Então enviou mensageiros para consultar Baal-Zebube, deus de Ecrom, para saber se ele se recuperaria.
2KI.1.3	1	3	But the angel of the LORD said to Elijah the Tishbite, Arise, go up to meet the messengers of the king of Samaria, and say unto them, {Is it} not because {there is} not a God in Israel, {that} ye go to enquire of Baalzebub the god of Ekron?	0.0	neutral	"Mas o anjo do Senhor disse ao tesbita Elias: ""Vá encontrar-se com os mensageiros do rei de Samaria e lhes pergunte: 'Acaso não há Deus em Israel? Por que vocês vão consultar Baal-Zebube, deus de Ecrom? '"
2KI.1.4	1	4	Now therefore thus saith the LORD, Thou shalt not come down from that bed on which thou art gone up, but shalt surely die. And Elijah departed. {Thou shalt...: Heb. The bed whither thou art gone up, thou shalt not come down from it}	0.063	neutral	"Por isso, assim diz o Senhor: 'Você não se levantará mais dessa cama e certamente morrerá! ' "" E assim Elias se foi."
2KI.1.5	1	5	And when the messengers turned back unto him, he said unto them, Why are ye now turned back?	0.0	neutral	"Quando os mensageiros voltaram ao rei, ele lhes perguntou: ""Por que vocês voltaram? """
2KI.1.6	1	6	And they said unto him, There came a man up to meet us, and said unto us, Go, turn again unto the king that sent you, and say unto him, Thus saith the LORD, {Is it} not because {there is} not a God in Israel, {that} thou sendest to enquire of Baalzebub the god of Ekron? therefore thou shalt not come down from that bed on which thou art gone up, but shalt surely die.	0.1722	positive	"Eles responderam: ""Um homem veio ao nosso encontro e nos disse: 'Voltem ao rei que os enviou e digam-lhe: Assim diz o Senhor: ""Acaso não há Deus em Israel? Por que você mandou consultar Baal-Zebube, deus de Ecrom? Por isso você não se levantará mais dessa cama e certamente morrerá! "" ' """
2KI.1.7	1	7	And he said unto them, What manner of man {was he} which came up to meet you, and told you these words? {What...: Heb. What was the manner of the man}	0.0	neutral	"O rei lhes perguntou: ""Como era o homem que os encontrou e lhes disse isso? """
2KI.1.8	1	8	And they answered him, {He was} an hairy man, and girt with a girdle of leather about his loins. And he said, It {is} Elijah the Tishbite.	0.0	neutral	"Eles responderam: ""Ele vestia roupas de pêlos e usava um cinto de couro"". O rei concluiu: ""Era o tesbita Elias""."
2KI.1.9	1	9	Then the king sent unto him a captain of fifty with his fifty. And he went up to him: and, behold, he sat on the top of an hill. And he spake unto him, Thou man of God, the king hath said, Come down.	0.1722	positive	"Em seguida mandou um oficial com cinqüenta soldados procurar Elias. O oficial o encontrou sentado no alto de uma colina, e lhe disse: ""Homem de Deus, o rei ordena que você desça"""
2KI.1.10	1	10	And Elijah answered and said to the captain of fifty, If I {be} a man of God, then let fire come down from heaven, and consume thee and thy fifty. And there came down fire from heaven, and consumed him and his fifty.	-0.1556	negative	"Elias respondeu ao oficial: ""Se sou homem de Deus, que desça fogo do céu e consuma você e seus cinqüenta soldados! "" E desceu fogo do céu e consumiu o oficial e seus soldados."
