verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
EXO.1.1	1	1	Now these {are} the names of the children of Israel, which came into Egypt; every man and his household came with Jacob.	0.0	neutral	São estes, pois, os nomes dos filhos de Israel que entraram com Jacó no Egito, cada um com a sua respectiva família:
EXO.1.2	1	2	Reuben, Simeon, Levi, and Judah,	0.0	neutral	Rúben, Simeão, Levi e Judá;
EXO.1.3	1	3	Issachar, Zebulun, and Benjamin,	0.0	neutral	Issacar, Zebulom e Benjamim;
EXO.1.4	1	4	Dan, and Naphtali, Gad, and Asher.	0.0	neutral	Dã, Naftali, Gade e Aser.
EXO.1.5	1	5	And all the souls that came out of the loins of Jacob were seventy souls: for Joseph was in Egypt {already}. {loins: Heb. thigh}	0.0	neutral	Ao todo, os descendentes de Jacó eram setenta; José, porém, já se encontrava no Egito.
EXO.1.6	1	6	And Joseph died, and all his brethren, and all that generation.	0.0	neutral	Ora, morreram José, todos os seus irmãos e toda aquela geração.
EXO.1.7	1	7	And the children of Israel were fruitful, and increased abundantly, and multiplied, and waxed exceeding mighty; and the land was filled with them.	0.4667	positive	Os israelitas, porém, eram férteis, proliferaram, tornaram-se numerosos e fortaleceram-se muito, tanto que encheram o país.
EXO.1.8	1	8	Now there arose up a new king over Egypt, which knew not Joseph.	0.1364	positive	Então subiu ao trono do Egito um novo rei, que nada sabia sobre José.
EXO.1.9	1	9	And he said unto his people, Behold, the people of the children of Israel {are} more and mightier than we:	0.5	positive	"Disse ele ao seu povo: ""Vejam! O povo israelita é agora numeroso e mais forte que nós."
EXO.1.10	1	10	Come on, let us deal wisely with them; lest they multiply, and it come to pass, that, when there falleth out any war, they join also unto our enemies, and fight against us, and {so} get them up out of the land.	0.35	positive	"Temos de agir com astúcia, para que não se tornem ainda mais numerosos e, no caso de guerra, aliem-se aos nossos inimigos, lutem contra nós e fujam do país""."
EXO.1.11	1	11	Therefore they did set over them taskmasters to afflict them with their burdens. And they built for Pharaoh treasure cities, Pithom and Raamses.	0.0	neutral	Estabeleceram, pois, sobre eles chefes de trabalhos forçados, para os oprimir com tarefas pesadas. E assim os israelitas construíram para o faraó as cidades-celeiros de Pitom e Ramessés.
EXO.1.12	1	12	But the more they afflicted them, the more they multiplied and grew. And they were grieved because of the children of Israel. {But...: Heb. And as they afflicted them, so they multiplied, etc}	0.5	positive	Todavia, quanto mais eram oprimidos, mais numerosos se tornavam e mais se espalhavam. Por isso os egípcios passaram a temer os israelitas,
EXO.1.13	1	13	And the Egyptians made the children of Israel to serve with rigour:	0.0	neutral	e os sujeitaram a cruel escravidão.
EXO.1.14	1	14	And they made their lives bitter with hard bondage, in morter, and in brick, and in all manner of service in the field: all their service, wherein they made them serve, {was} with rigour.	-0.1958	negative	Tornaram-lhes a vida amarga, impondo-lhes a árdua tarefa de preparar o barro e fazer tijolos, e executar todo tipo de trabalho agrícola; em tudo os egípcios os sujeitavam a cruel escravidão.
EXO.1.15	1	15	And the king of Egypt spake to the Hebrew midwives, of which the name of the one {was} Shiphrah, and the name of the other Puah:	-0.125	negative	O rei do Egito ordenou às parteiras dos hebreus, que se chamavam Sifrá e Puá:
EXO.1.16	1	16	And he said, When ye do the office of a midwife to the Hebrew women, and see {them} upon the stools; if it {be} a son, then ye shall kill him: but if it {be} a daughter, then she shall live.	0.1364	positive	"""Quando vocês ajudarem as hebréias a dar à luz, verifiquem se é menino. Se for, matem-no; se for menina, deixem-na viver""."
EXO.1.17	1	17	But the midwives feared God, and did not as the king of Egypt commanded them, but saved the men children alive.	0.1	neutral	Todavia, as parteiras temeram a Deus e não obedeceram às ordens do rei do Egito; deixaram viver os meninos.
EXO.1.18	1	18	And the king of Egypt called for the midwives, and said unto them, Why have ye done this thing, and have saved the men children alive?	0.1	neutral	"Então o rei do Egito convocou as parteiras e lhes perguntou: ""Por que vocês fizeram isso? Por que deixaram viver os meninos? """
EXO.1.19	1	19	And the midwives said unto Pharaoh, Because the Hebrew women {are} not as the Egyptian women; for they {are} lively, and are delivered ere the midwives come in unto them.	0.1364	positive	"Responderam as parteiras do faraó: ""As mulheres hebréias não são como as egípcias. São cheias de vigor e dão à luz antes de chegarem as parteiras""."
EXO.1.20	1	20	Therefore God dealt well with the midwives: and the people multiplied, and waxed very mighty.	0.52	positive	Deus foi bondoso com as parteiras; e o povo ia se tornando ainda mais numeroso, cada vez mais forte.
EXO.1.21	1	21	And it came to pass, because the midwives feared God, that he made them houses.	0.0	neutral	Visto que as parteiras temeram a Deus, ele concedeu-lhes que tivessem suas próprias famílias.
EXO.1.22	1	22	And Pharaoh charged all his people, saying, Every son that is born ye shall cast into the river, and every daughter ye shall save alive.	0.1	neutral	"Por isso o faraó ordenou a todo o seu povo: ""Lancem ao Nilo todo menino recém-nascido, mas deixem viver as meninas""."
EXO.2.1	2	1	And there went a man of the house of Levi, and took {to wife} a daughter of Levi.	0.0	neutral	Um homem da tribo de Levi casou-se com uma mulher da mesma tribo,
EXO.2.2	2	2	And the woman conceived, and bare a son: and when she saw him that he {was a} goodly {child}, she hid him three months.	0.375	positive	e ela engravidou e deu à luz um filho. Vendo que era bonito, ela o escondeu por três meses.
EXO.2.3	2	3	And when she could not longer hide him, she took for him an ark of bulrushes, and daubed it with slime and with pitch, and put the child therein; and she laid {it} in the flags by the river's brink.	0.0	neutral	Quando já não podia mais escondê-lo, pegou um cesto feito de junco e o vedou com piche e betume. Colocou nele o menino e deixou o cesto entre os juncos, à margem do Nilo.
EXO.2.4	2	4	And his sister stood afar off, to wit what would be done to him.	0.0	neutral	A irmã do menino ficou observando de longe para ver o que lhe aconteceria.
EXO.2.5	2	5	And the daughter of Pharaoh came down to wash {herself} at the river; and her maidens walked along by the river's side; and when she saw the ark among the flags, she sent her maid to fetch it.	-0.1556	negative	A filha do faraó descera ao Nilo para tomar banho. Enquanto isso as suas servas andavam pela margem do rio. Nisso viu o cesto entre os juncos e mandou sua criada apanhá-lo.
EXO.2.6	2	6	And when she had opened {it}, she saw the child: and, behold, the babe wept. And she had compassion on him, and said, This {is one} of the Hebrews' children.	0.0	neutral	"Ao abri-lo viu um bebê chorando. Ficou com pena dele e disse: ""Este menino é dos hebreus""."
EXO.2.7	2	7	Then said his sister to Pharaoh's daughter, Shall I go and call to thee a nurse of the Hebrew women, that she may nurse the child for thee?	0.0	neutral	"Então a irmã do menino aproximou-se e perguntou à filha do faraó: ""A senhora quer que eu vá chamar uma mulher dos hebreus para amamentar e criar o menino? """
EXO.2.8	2	8	And Pharaoh's daughter said to her, Go. And the maid went and called the child's mother.	0.0	neutral	"""Quero"", respondeu ela. E a moça foi chamar a mãe do menino."
EXO.2.9	2	9	And Pharaoh's daughter said unto her, Take this child away, and nurse it for me, and I will give {thee} thy wages. And the woman took the child, and nursed it.	0.0	neutral	"Então a filha do faraó disse à mulher: ""Leve este menino e amamente-o para mim, e eu lhe pagarei por isso"". A mulher levou o menino e o amamentou."
