verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
EZK.16.3	16	3	And say, Thus saith the Lord GOD unto Jerusalem; Thy birth and thy nativity {is} of the land of Canaan; thy father {was} an Amorite, and thy mother an Hittite. {birth: Heb. cutting out, or, habitation}	-0.6	negative	Y di: Así ha dicho el Señor Jehová sobre Jerusalem: Tu habitación y tu raza fué de la tierra de Canaán; tu padre Amorrheo, y tu madre Hethea.
EZK.16.4	16	4	And {as for} thy nativity, in the day thou wast born thy navel was not cut, neither wast thou washed in water to supple {thee}; thou wast not salted at all, nor swaddled at all. {to supple...: or, when I looked upon thee}	0.0	neutral	Y cuanto á tu nacimiento, el día que naciste no fué cortado tu ombligo, ni fuiste lavada con aguas para atemperarte, ni salada con sal, ni fuiste envuelta con fajas.
EZK.16.5	16	5	None eye pitied thee, to do any of these unto thee, to have compassion upon thee; but thou wast cast out in the open field, to the lothing of thy person, in the day that thou wast born.	0.0	neutral	No hubo ojo que se compadeciese de ti, para hacerte algo de esto, teniendo de ti misericordia; sino que fuiste echada sobre la haz del campo, con menosprecio de tu vida, en el día que naciste.
EZK.16.6	16	6	And when I passed by thee, and saw thee polluted in thine own blood, I said unto thee {when thou wast} in thy blood, Live; yea, I said unto thee {when thou wast} in thy blood, Live. {polluted: or, trodden under foot}	0.2909	positive	Y yo pasé junto á ti, y te vi sucia en tus sangres, y díjete: En tus sangres, vive; vive, díjete, en tus sangres.
EZK.16.7	16	7	I have caused thee to multiply as the bud of the field, and thou hast increased and waxen great, and thou art come to excellent ornaments: {thy} breasts are fashioned, and thine hair is grown, whereas thou {wast} naked and bare. {caused...: Heb. made thee a million} {excellent...: Heb. ornament of ornaments}	0.3	positive	En millares como la hierba del campo te puse, y fuiste aumentada y engrandecida, y viniste á ser adornada grandemente; los pechos te crecieron, y tu pelo brotó; mas tú estabas desnuda y descubierta.
EZK.16.8	16	8	Now when I passed by thee, and looked upon thee, behold, thy time {was} the time of love; and I spread my skirt over thee, and covered thy nakedness: yea, I sware unto thee, and entered into a covenant with thee, saith the Lord GOD, and thou becamest mine.	0.5	positive	Y pasé yo junto á ti, y te miré, y he aquí que tu tiempo era tiempo de amores; y extendí mi manto sobre ti, y cubrí tu desnudez; y díte juramento, y entré en concierto contigo, dice el Señor Jehová, y fuiste mía:
EZK.16.9	16	9	Then washed I thee with water; yea, I throughly washed away thy blood from thee, and I anointed thee with oil. {blood: Heb. bloods}	0.0	neutral	Y te lavé con agua, y lavé tus sangres de encima de ti, y ungíte con aceite;
EZK.16.10	16	10	I clothed thee also with broidered work, and shod thee with badgers' skin, and I girded thee about with fine linen, and I covered thee with silk.	0.4167	positive	Y te vestí de bordado, y te calcé de tejón, y ceñíte de lino, y te vestí de seda.
EZK.16.11	16	11	I decked thee also with ornaments, and I put bracelets upon thy hands, and a chain on thy neck.	0.0	neutral	Y te atavíe con ornamentos, y puse ajorcas en tus brazos, y collar á tu cuello;
EZK.16.12	16	12	And I put a jewel on thy forehead, and earrings in thine ears, and a beautiful crown upon thine head. {forehead: Heb. nose}	0.85	positive	Y puse joyas sobre tus narices, y zarcillos en tus orejas, y diadema de hermosura en tu cabeza.
