verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
ROM.11.22	11	22	Behold therefore the goodness and severity of God: on them which fell, severity; but toward thee, goodness, if thou continue in {his} goodness: otherwise thou also shalt be cut off.	0.0	neutral	Mira, pues, la bondad y la severidad de Dios: la severidad ciertamente en los que cayeron; mas la bondad para contigo, si permanecieres en la bondad; pues de otra manera tú también serás cortado.
ROM.11.23	11	23	And they also, if they abide not still in unbelief, shall be graffed in: for God is able to graff them in again.	0.5	positive	Y aun ellos, si no permanecieren en incredulidad, serán ingeridos; que poderoso es Dios para volverlos á ingerir.
ROM.11.24	11	24	For if thou wert cut out of the olive tree which is wild by nature, and wert graffed contrary to nature into a good olive tree: how much more shall these, which be the natural {branches}, be graffed into their own olive tree?	0.4	positive	Porque si tú eres cortado del natural acebuche, y contra natura fuiste ingerido en la buena oliva, ¿cuánto más éstos, que son las ramas naturales, serán ingeridos en su oliva?
ROM.11.25	11	25	For I would not, brethren, that ye should be ignorant of this mystery, lest ye should be wise in your own conceits; that blindness in part is happened to Israel, until the fulness of the Gentiles be come in. {blindness: or, hardness}	0.65	positive	Porque no quiero, hermanos, que ignoréis este misterio, para que no seáis acerca de vosotros mismos arrogantes: que el endurecimiento en parte ha acontecido en Israel, hasta que haya entrado la plenitud de los Gentiles;
ROM.11.26	11	26	And so all Israel shall be saved: as it is written, There shall come out of Sion the Deliverer, and shall turn away ungodliness from Jacob:	0.0	neutral	Y luego todo Israel será salvo; como está escrito: Vendrá de Sión el Libertador, Que quitará de Jacob la impiedad;
ROM.11.27	11	27	For this {is} my covenant unto them, when I shall take away their sins.	0.0	neutral	Y este es mi pacto con ellos, Cuando quitare su pecados.
ROM.11.28	11	28	As concerning the gospel, {they are} enemies for your sakes: but as touching the election, {they are} beloved for the fathers' sakes.	0.6	positive	Así que, cuanto al evangelio, son enemigos por causa de vosotros: mas cuanto á la elección, son muy amados por causa de los padres.
ROM.11.29	11	29	For the gifts and calling of God {are} without repentance.	0.0	neutral	Porque sin arrepentimiento son las mercedes y la vocación de Dios.
ROM.11.30	11	30	For as ye in times past have not believed God, yet have now obtained mercy through their unbelief: {believed: or, obeyed}	-0.5	negative	Porque como también vosotros en algún tiempo no creísteis á Dios, mas ahora habéis alcanzado misericordia por la incredulidad de ellos;
ROM.11.31	11	31	Even so have these also now not believed, that through your mercy they also may obtain mercy. {believed: or, obeyed}	0.0	neutral	Así también éstos ahora no ha creído, para que, por la misericordia para con vosotros, ellos también alcancen misericordia.
