verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
2CO.1.1	1	1	Paul, an apostle of Jesus Christ by the will of God, and Timothy {our} brother, unto the church of God which is at Corinth, with all the saints which are in all Achaia:	0.0	neutral	Paulo, apóstolo de Cristo Jesus pela vontade de Deus, e o irmão Timóteo, à igreja de Deus que está em Corinto, juntamente com todos os santos de toda a Acaia:
2CO.1.2	1	2	Grace {be} to you and peace from God our Father, and {from} the Lord Jesus Christ.	0.0	neutral	A vocês, graça e paz da parte de Deus nosso Pai e do Senhor Jesus Cristo.
2CO.1.3	1	3	Blessed {be} God, even the Father of our Lord Jesus Christ, the Father of mercies, and the God of all comfort;	0.0	neutral	Bendito seja o Deus e Pai de nosso Senhor Jesus Cristo, Pai das misericórdias e Deus de toda consolação,
2CO.1.4	1	4	Who comforteth us in all our tribulation, that we may be able to comfort them which are in any trouble, by the comfort wherewith we ourselves are comforted of God.	0.15	positive	que nos consola em todas as nossas tribulações, para que, com a consolação que recebemos de Deus, possamos consolar os que estão passando por tribulações.
2CO.1.5	1	5	For as the sufferings of Christ abound in us, so our consolation also aboundeth by Christ.	0.0	neutral	Pois assim como os sofrimentos de Cristo transbordam sobre nós, também por meio de Cristo transborda a nossa consolação.
2CO.1.6	1	6	And whether we be afflicted, {it is} for your consolation and salvation, which is effectual in the enduring of the same sufferings which we also suffer: or whether we be comforted, {it is} for your consolation and salvation. {is effectual: or, is wrought}	0.0	neutral	Se somos atribulados, é para consolação e salvação de vocês; se somos consolados, é para consolação de vocês, a qual lhes dá paciência para suportarem os mesmos sofrimentos que nós estamos padecendo.
2CO.1.7	1	7	And our hope of you {is} stedfast, knowing, that as ye are partakers of the sufferings, so {shall ye be} also of the consolation.	0.0	neutral	E a nossa esperança em relação a vocês está firme, porque sabemos que, da mesma forma como vocês participam dos nossos sofrimentos, participam também da nossa consolação.
2CO.1.8	1	8	For we would not, brethren, have you ignorant of our trouble which came to us in Asia, that we were pressed out of measure, above strength, insomuch that we despaired even of life:	-0.1	neutral	Irmãos, não queremos que vocês desconheçam as tribulações que sofremos na província da Ásia, as quais foram muito além da nossa capacidade de suportar, a ponto de perdermos a esperança da própria vida.
2CO.1.9	1	9	But we had the sentence of death in ourselves, that we should not trust in ourselves, but in God which raiseth the dead: {sentence: or, answer}	-0.475	negative	De fato, já tínhamos sobre nós a sentença de morte, para que não confiássemos em nós mesmos, mas em Deus, que ressuscita os mortos.
2CO.1.10	1	10	Who delivered us from so great a death, and doth deliver: in whom we trust that he will yet deliver {us};	0.8	positive	Ele nos livrou e continuará nos livrando de tal perigo de morte. Nele temos colocado a nossa esperança de que continuará a livrar-nos,
2CO.1.11	1	11	Ye also helping together by prayer for us, that for the gift {bestowed} upon us by the means of many persons thanks may be given by many on our behalf.	0.4	positive	enquanto vocês nos ajudam com as suas orações. Assim muitos darão graças por nossa causa, pelo favor a nós concedido em resposta às orações de muitos.
2CO.1.12	1	12	For our rejoicing is this, the testimony of our conscience, that in simplicity and godly sincerity, not with fleshly wisdom, but by the grace of God, we have had our conversation in the world, and more abundantly to you-ward.	0.55	positive	Este é o nosso orgulho: A nossa consciência dá testemunho de que nos temos conduzido no mundo, especialmente em nosso relacionamento com vocês, com santidade e sinceridade provenientes de Deus, não de acordo com a sabedoria do mundo, mas de acordo com a graça de Deus.
